Hawaii Ocean Time-series : 12-Sep-2023 23:56:22
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, atp, 
#, mmddyy, hhmmss, dbar, ng/kg, 
3220201606, 090520, 005225,  124.5,  15.53,
3220201605, 090520, 005102,  150.5,   8.14,
3230201315, 092920, 010707,    4.3,  27.51,
3230201314, 092920, 010506,   24.5,  42.85,
3230201313, 092920, 010307,   44.2,  46.53,
3230201312, 092920, 010037,   74.8,  47.74,
3230201311, 092920, 005827,   98.9,  29.46,
3230201310, 092920, 005637,  124.0,  28.39,
3230201309, 092920, 005437,  149.4,   9.29,
3240201315, 112120, 010605,    4.4,  27.92,
3240201314, 112120, 010419,   24.7,  28.81,
3240201313, 112120, 010234,   43.7,  35.11,
3240201312, 112120, 010030,   74.6,  29.59,
3240201311, 112120, 005837,  100.8,  16.83,
3240201310, 112120, 005704,  125.1,   5.52,
3240201309, 112120, 005540,  149.4,   6.79,
3250201215, 122020, 013723,    5.9,  40.53,
3250201214, 122020, 013612,   25.8,  27.50,
3250201213, 122020, 013506,   46.2,  38.84,
3250201212, 122020, 013351,   75.0,  21.10,
3250201211, 122020, 013236,  101.0,  19.71,
3250201210, 122020, 013122,  123.3,   4.94,
3250201209, 122020, 012951,  150.8,   4.18,
3290201215, 041521, 010335,    4.0,  29.20,
3290201214, 041521, 010129,   24.6,  32.38,
3290201213, 041521, 005943,   44.2,  38.65,
3290201212, 041521, 005802,   74.2,  39.59,
3290201211, 041521, 005624,   99.0,  46.30,
3290201210, 041521, 005439,  123.8,  18.06,
3290201209, 041521, 005330,  149.8,   5.61,
3300201223, 051821, 010359,    5.0,  29.56,
3300201221, 051821, 010226,   24.8,  31.88,
3300201219, 051821, 010047,   44.5,  36.81,
3300201217, 051821, 005856,   74.5,  41.10,
3300201215, 051821, 005735,  100.3,  26.31,
3300201213, 051821, 005616,  124.4,  33.63,
3300201211, 051821, 005456,  148.6,  10.37,
3310201115, 062421, 041256,    7.0,  26.28,
3310201114, 062421, 041114,   26.8,  31.49,
3310201113, 062421, 040928,   46.8,  34.63,
3310201112, 062421, 040756,   76.6,  32.26,
3310201111, 062421, 040636,  101.3,  29.40,
3310201110, 062421, 040511,  126.5,  30.06,
3310201109, 062421, 040346,  151.8,   5.36,
3320201111, 071821, 010632,    5.2,  27.25,
3320201110, 071821, 010502,   25.0,  27.35,
3320201109, 071821, 010333,   44.2,  35.98,
3320201108, 071821, 010130,   73.4,  36.87,
3320201107, 071821, 005947,  100.2,  24.57,
3320201106, 071821, 005752,  125.3,  15.51,
3320201105, 071821, 005617,  149.0,   4.64,
3330201515, 103121, 005812,    5.6,  39.32,
3330201514, 103121, 005622,   26.4,  43.66,
3330201513, 103121, 005442,   46.0,  32.71,
3330201512, 103121, 005314,   75.5,  34.39,
3330201511, 103121, 005157,  100.0,  18.82,
3330201510, 103121, 005032,  126.3,  14.53,
3330201509, 103121, 004913,  151.7,   7.60,
3340200717, 120721, 020002,    6.5,  28.88,
3340200710, 120721, 015751,   24.3,  31.06,
3340200709, 120721, 015602,   45.1,  30.51,
3340200708, 120721, 015412,   75.9,  31.90,
3340200707, 120721, 015233,  102.0,  17.37,
3340200706, 120721, 015047,  125.1,   8.39,
3340200705, 120721, 014902,  150.7,   5.60,
3350201212, 032922, 005628,    4.9,  20.06,
3350201211, 032922, 005443,   24.3,  29.92,
3350201210, 032922, 005303,   43.8,  33.57,
3350201209, 032922, 005113,   74.8,  34.15,
3350201208, 032922, 004933,  100.0,  35.79,
3350201207, 032922, 004732,  124.1,  24.00,
3350201206, 032922, 004532,  150.3,   6.89,
3360201218, 052822, 010852,    4.9,  33.48,
3360201211, 052822, 010626,   23.8,  35.89,
3360201210, 052822, 010428,   44.4,  37.71,
3360201209, 052822, 010227,   73.1,  46.52,
3360201208, 052822, 010108,   97.7,  34.05,
3360201207, 052822, 005947,  123.8,  25.53,
3360201206, 052822, 005832,  148.1,  16.83,
3370201218, 071122, 005948,    4.0,  31.86,
3370201211, 071122, 005739,   23.8,  33.71,
3370201210, 071122, 005603,   44.3,  44.17,
3370201209, 071122, 005426,   73.3,  42.29,
3370201208, 071122, 005248,   98.3,  27.14,
3370201207, 071122, 005121,  124.2,  25.82,
3370201206, 071122, 004751,  148.6,  18.94,
3380201224, 080122, 005338,    4.2,  23.00,
3380201216, 080122, 005121,   24.8,  43.40,
3380201214, 080122, 004932,   43.3,  48.70,
3380201212, 080122, 004707,   73.2,  38.82,
3380201211, 080122, 004535,   98.5,  32.33,
3380201210, 080122, 004358,  123.0,  22.19,
3380201208, 080122, 004214,  148.5,  11.61,
3390201318, 090322, 010114,    4.1,  33.15,
3390201311, 090322, 005855,   24.5,  58.19,
3390201310, 090322, 005724,   44.6,  45.64,
3390201309, 090322, 005514,   74.1,  42.58,
3390201308, 090322, 005404,   98.4,  22.71,
3390201307, 090322, 005254,  123.1,  14.44,
3390201306, 090322, 005134,  149.0,   9.23,
