Hawaii Ocean Time-series : 22-Mar-2023 16:53:56
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, pc, 
#, mmddyy, hhmmss, dbar, umol/kg, 
3000200410, 022618, 011937,  102.6,   1.67,
3000200409, 022618, 011807,  126.7,   1.03,
3000200408, 022618, 011626,  151.3,   0.52,
3000200407, 022618, 011436,  174.1,   1.56,
3000200406, 022618, 011256,  200.4,   0.61,
3000200405, 022618, 011046,  250.9,   0.31,
3000200404, 022618, 010706,  350.9,   0.32,
3000200403, 022618, 010656,  350.5,   0.29,
3010200320, 041818, 050105,    6.2,   2.12,
3010200318, 041818, 045916,   24.8,   2.36,
3010200316, 041818, 045756,   47.7,   2.26,
3010200314, 041818, 045616,   74.4,   2.30,
3010200313, 041818, 045507,   99.1,   1.96,
3010200309, 041818, 045245,  126.3,   1.49,
3010200308, 041818, 045126,  148.7,   1.06,
3010200307, 041818, 045016,  174.4,   1.06,
3010200306, 041818, 044846,  203.9,   1.01,
3010200305, 041818, 044646,  248.6,   0.59,
3010200304, 041818, 044356,  350.8,   0.43,
3010200303, 041818, 044346,  350.7,   0.43,
3020200315, 051618, 012823,   25.7,   2.32,
3020200313, 051618, 012644,   45.3,   1.88,
3020200311, 051618, 012457,   75.3,   1.93,
3020200310, 051618, 012342,  100.1,   1.74,
3020200309, 051618, 012221,  125.6,   1.47,
3020200308, 051618, 012038,  149.8,   1.21,
3020200307, 051618, 011922,  174.7,   0.72,
3020200306, 051618, 011742,  200.3,   0.41,
3020200305, 051618, 011556,  250.6,   0.36,
3020200304, 051618, 011258,  349.8,   0.44,
3020200303, 051618, 011246,  349.6,   0.29,
3030200422, 062718, 040906,    5.9,   2.30,
3030200416, 062718, 040535,   26.1,   2.26,
3030200414, 062718, 040334,   45.3,   2.20,
3030200412, 062718, 040155,   77.6,   2.33,
3030200411, 062718, 040036,  100.8,   2.28,
3030200410, 062718, 035900,  125.9,   1.77,
3030200409, 062718, 035745,  150.3,   2.10,
3030200408, 062718, 035625,  176.4,   1.04,
3030200407, 062718, 035456,  201.3,   0.99,
3030200406, 062718, 035235,  251.2,   0.88,
3030200405, 062718, 034915,  353.8,   0.43,
3030200404, 062718, 034855,  352.7,   0.29,
3040200418, 072518, 011520,    5.6,   2.07,
3040200416, 072518, 011409,   26.0,   2.44,
3040200414, 072518, 011248,   46.6,   3.84,
3040200412, 072518, 011106,   75.3,   2.16,
3040200410, 072518, 010848,  123.6,   1.49,
3040200409, 072518, 010705,  150.9,   0.91,
3040200408, 072518, 010530,  176.7,   0.58,
3040200407, 072518, 010411,  201.2,   0.71,
3040200406, 072518, 010227,  250.5,   1.15,
3040200405, 072518, 005930,  351.7,   0.41,
3040200404, 072518, 005918,  351.4,   0.35,
3050200418, 091118, 012106,    5.3,   1.65,
3050200416, 091118, 011854,   25.2,   1.60,
3050200414, 091118, 011711,   45.8,   2.26,
3050200412, 091118, 011510,   76.8,   1.67,
3050200411, 091118, 011325,  101.4,   1.07,
3050200410, 091118, 011151,  126.0,   1.27,
3050200409, 091118, 011013,  151.2,   0.73,
3050200408, 091118, 010843,  176.0,   0.62,
3050200407, 091118, 010714,  201.8,   0.64,
3050200406, 091118, 010452,  250.8,   0.57,
3050200405, 091118, 010142,  351.5,   0.36,
3050200404, 091118, 010122,  351.5,   1.40,
3060200418, 101318, 024014,    5.5,   2.49,
3060200416, 101318, 023854,   25.2,   2.25,
3060200414, 101318, 023723,   45.2,   1.89,
3060200412, 101318, 023538,   74.0,   1.78,
3060200411, 101318, 023411,   98.5,   1.70,
3060200410, 101318, 023302,  124.4,   1.08,
3060200409, 101318, 023136,  148.8,   0.76,
3060200408, 101318, 023017,  174.4,   0.55,
3060200407, 101318, 022855,  199.8,   0.37,
3060200406, 101318, 022713,  250.1,   0.35,
3060200405, 101318, 022438,  350.3,   0.44,
3070200418, 111718, 021026,    4.9,   2.54,
3070200416, 111718, 020823,   25.6,   2.23,
3070200414, 111718, 020644,   44.0,   2.16,
3070200412, 111718, 020447,   74.7,   1.90,
3070200411, 111718, 020254,  100.0,   1.49,
3070200410, 111718, 020118,  125.0,   0.85,
3070200409, 111718, 015945,  149.0,   0.86,
3070200408, 111718, 015813,  174.0,   0.50,
3070200407, 111718, 015625,  199.4,   0.44,
3070200406, 111718, 015339,  249.2,   0.47,
3070200405, 111718, 014947,  349.6,   0.37,
3070200404, 111718, 014936,  349.6,   0.35,
3090200418, 011619, 023746,    6.9,   2.26,
3090200416, 011619, 023302,   25.9,   2.19,
3090200414, 011619, 023102,   45.1,   1.88,
3090200412, 011619, 022851,   76.6,   1.49,
3090200411, 011619, 022711,   99.4,   1.29,
3090200410, 011619, 022527,  124.6,   0.91,
3090200409, 011619, 022351,  152.4,   0.56,
3090200408, 011619, 022216,  175.6,   0.30,
3090200406, 011619, 021826,  250.0,   0.31,
3090200405, 011619, 021531,  349.3,   0.29,
3090200404, 011619, 021521,  349.6,   0.30,
3100200620, 022019, 191112,    6.9,   1.57,
3100200618, 022019, 190821,   24.3,   1.53,
3100200617, 022019, 190702,   43.9,   1.45,
3100200616, 022019, 190514,   73.6,   1.57,
3100200614, 022019, 190341,  100.2,   1.69,
3100200612, 022019, 190215,  123.7,   1.36,
3100200610, 022019, 190040,  147.6,   0.89,
3100200608, 022019, 185912,  173.6,   0.48,
3100200607, 022019, 185744,  199.5,   0.71,
3100200606, 022019, 185539,  247.8,   0.38,
3100200605, 022019, 185241,  350.1,   0.38,
3100200604, 022019, 185237,  350.1,   0.37,
3110200423, 050319, 012502,    5.3,   1.57,
3110200419, 050319, 012256,   24.9,   1.93,
3110200417, 050319, 012101,   44.5,   2.05,
3110200414, 050319, 011728,   75.3,   2.04,
3110200410, 050319, 011259,  124.8,   1.64,
3110200408, 050319, 011042,  149.0,   1.10,
3110200407, 050319, 010827,  175.4,   0.73,
3110200406, 050319, 010626,  199.4,   0.89,
3110200405, 050319, 010341,  250.2,   0.51,
3110200404, 050319, 010013,  349.9,   0.66,
3110200403, 050319, 010006,  349.9,   0.33,
3120200423, 061219, 020649,    4.2,   1.70,
3120200421, 061219, 020433,   24.6,   2.12,
3120200419, 061219, 020224,   44.9,   2.16,
3120200417, 061219, 015853,   74.5,   2.26,
3120200416, 061219, 015629,  100.0,   1.53,
3120200415, 061219, 015409,  124.5,   1.24,
3120200412, 061219, 015129,  150.6,   0.68,
3120200411, 061219, 014853,  174.5,   0.60,
3120200410, 061219, 014629,  199.6,   0.49,
3120200407, 061219, 014318,  250.4,   0.54,
3120200404, 061219, 013848,  349.2,   0.41,
3120200403, 061219, 013842,  349.2,   0.59,
3130201115, 070219, 220556,    4.4,   1.78,
3130201113, 070219, 220355,   24.9,   2.00,
3130201112, 070219, 220225,   44.2,   2.28,
3130201111, 070219, 220045,   75.0,   2.04,
3130201110, 070219, 215910,   99.5,   1.83,
3130201109, 070219, 215636,  124.7,   1.45,
3130201108, 070219, 215505,  149.8,   0.69,
3130201107, 070219, 215335,  174.4,   0.67,
3130201106, 070219, 215125,  200.1,   0.57,
3130201105, 070219, 214915,  249.6,   0.42,
3130201104, 070219, 214615,  349.5,   0.43,
3130201103, 070219, 214605,  349.5,   0.41,
3140200418, 080319, 014254,    5.0,   2.66,
3140200415, 080319, 014114,   24.0,   2.39,
3140200413, 080319, 013948,   44.4,   1.92,
3140200411, 080319, 013806,   74.3,   2.68,
3140200410, 080319, 013605,   99.7,   1.99,
3140200409, 080319, 013415,  124.7,   1.55,
3140200408, 080319, 013218,  149.1,   0.84,
3140200407, 080319, 013022,  174.2,   0.65,
3140200406, 080319, 012826,  200.1,   0.60,
3140200405, 080319, 012537,  250.5,   0.47,
3140200404, 080319, 012120,  349.7,   0.74,
3140200403, 080319, 012109,  350.0,   0.74,
3150200417, 090519, 010115,    4.8,   2.20,
3150200415, 090519, 005925,   24.9,   2.58,
3150200413, 090519, 005755,   44.7,   2.48,
3150200411, 090519, 005601,   74.3,   2.34,
3150200410, 090519, 005401,   99.7,   1.86,
3150200409, 090519, 005245,  125.1,   1.33,
3150200408, 090519, 005120,  150.0,   0.77,
3150200407, 090519, 004950,  174.8,   0.63,
3150200406, 090519, 004825,  200.4,   0.56,
3150200405, 090519, 004815,  200.3,   1.13,
3150200404, 090519, 004555,  250.0,   0.46,
3150200403, 090519, 004301,  350.0,   0.81,
3160200915, 101819, 185923,    5.0,   1.96,
3160200913, 101819, 185743,   24.2,   2.20,
3160200912, 101819, 185612,   44.5,   3.03,
3160200911, 101819, 185422,   74.8,   2.18,
3160200910, 101819, 185246,   99.4,   1.67,
3160200909, 101819, 185117,  124.3,   1.08,
3160200908, 101819, 184958,  148.7,   0.88,
3160200907, 101819, 184837,  175.0,   0.55,
3160200906, 101819, 184713,  199.9,   0.43,
3160200905, 101819, 184523,  249.3,   0.65,
3160200904, 101819, 184229,  350.7,   0.37,
3160200903, 101819, 184222,  350.6,   0.34,
3170200419, 122019, 015544,    5.7,   2.14,
3170200417, 122019, 015259,   24.3,   2.03,
3170200415, 122019, 015056,   43.5,   1.73,
3170200412, 122019, 014854,   74.5,   1.73,
3170200411, 122019, 014719,   98.9,   1.73,
3170200410, 122019, 014546,  124.4,   1.03,
3170200409, 122019, 014413,  149.5,   0.56,
3170200408, 122019, 014235,  176.0,   0.67,
3170200407, 122019, 014104,  200.1,   0.69,
3170200405, 122019, 013839,  244.7,   0.84,
3170200404, 122019, 013442,  350.6,   0.74,
3170200403, 122019, 013431,  351.0,   0.38,
3180200418, 010820, 082550,    4.9,   1.07,
3180200413, 010820, 082214,   44.6,   1.53,
3180200411, 010820, 082016,   75.2,   1.70,
3180200410, 010820, 081841,   99.3,   1.74,
3180200409, 010820, 081649,  124.8,   0.86,
3180200408, 010820, 081511,  151.7,   0.72,
3180200407, 010820, 081326,  174.7,   0.58,
3180200406, 010820, 081140,  199.6,   0.40,
3180200405, 010820, 080915,  249.8,   1.68,
3180200404, 010820, 080603,  349.6,   0.50,
3180200403, 010820, 080557,  350.0,   0.77,
3190200419, 013120, 021422,    5.7,   1.78,
3190200417, 013120, 021222,   23.6,   1.86,
3190200415, 013120, 021036,   45.9,   1.57,
3190200413, 013120, 020821,   74.8,   1.64,
3190200411, 013120, 020602,  101.4,   1.17,
3190200410, 013120, 020414,  120.2,   0.71,
3190200409, 013120, 020252,  149.4,   0.53,
3190200408, 013120, 020119,  173.1,   0.45,
3190200407, 013120, 015851,  200.2,   0.45,
3190200406, 013120, 015615,  250.4,   1.27,
3190200405, 013120, 015234,  349.9,   0.38,
3190200404, 013120, 015227,  350.9,   0.32,
3200200522, 071620, 010652,    4.7,   1.99,
3200200520, 071620, 010458,   24.9,   1.99,
3200200518, 071620, 010252,   44.4,   2.35,
3200200516, 071620, 010028,   74.9,   2.11,
3200200515, 071620, 005912,  100.0,   2.03,
3200200514, 071620, 005711,  124.3,   1.47,
3200200513, 071620, 005601,  149.4,   0.87,
3200200512, 071620, 005441,  174.4,   0.72,
3200200511, 071620, 005314,  199.9,   0.61,
3200200510, 071620, 005113,  251.0,   0.61,
3200200505, 071620, 004757,  348.1,   0.42,
3200200504, 071620, 004752,  348.0,   0.47,
3210200617, 080920, 011651,    4.7,   2.46,
3210200615, 080920, 011452,   25.2,   2.77,
3210200613, 080920, 011251,   44.8,   3.10,
3210200611, 080920, 011012,   74.8,   2.09,
3210200610, 080920, 010854,   99.3,   2.15,
3210200609, 080920, 010710,  124.3,   1.37,
3210200608, 080920, 010533,  149.9,   1.24,
3210200607, 080920, 010409,  174.7,   2.78,
3210200606, 080920, 010219,  199.7,   1.19,
3210200605, 080920, 010014,  248.9,   0.88,
3210200604, 080920, 005719,  349.5,   0.38,
3210200603, 080920, 005710,  349.4,   0.50,
3220200817, 090420, 011124,    4.5,   2.09,
3220200815, 090420, 010928,   25.0,   2.33,
3220200813, 090420, 010736,   45.0,   2.59,
3220200811, 090420, 010515,   74.9,   2.47,
3220200810, 090420, 010343,   99.8,   2.12,
3220200809, 090420, 010142,  125.8,   1.59,
3220200808, 090420, 010004,  150.4,   3.43,
3220200807, 090420, 005809,  175.0,   0.97,
3220200806, 090420, 005621,  198.9,   0.81,
3220200805, 090420, 005411,  250.8,   0.45,
3220200804, 090420, 005113,  350.2,   0.35,
3220200803, 090420, 005104,  350.4,   0.39,
3230200523, 092820, 005958,    3.9,   1.98,
3230200521, 092820, 005830,   24.5,   2.48,
3230200519, 092820, 005713,   43.7,   2.32,
3230200511, 092820, 005412,   75.4,   3.11,
3230200510, 092820, 005246,   99.5,   2.03,
3230200509, 092820, 005127,  124.2,   1.56,
3230200508, 092820, 005013,  149.4,   0.79,
3230200507, 092820, 004847,  174.8,   0.87,
3230200506, 092820, 004708,  199.9,   1.29,
3230200505, 092820, 004504,  249.8,   0.60,
3230200504, 092820, 004219,  349.0,   0.38,
3230200503, 092820, 004159,  348.7,   0.93,
3240200623, 112020, 010748,    4.3,   2.09,
3240200615, 112020, 010507,   24.6,   2.18,
3240200613, 112020, 010312,   44.6,   1.97,
3240200611, 112020, 010027,   74.9,   2.16,
3240200610, 112020, 005911,   99.0,   1.52,
3240200609, 112020, 005753,  126.5,   0.86,
3240200608, 112020, 005617,  148.8,   1.58,
3240200607, 112020, 005437,  179.8,   0.57,
3240200606, 112020, 005252,  201.3,   0.68,
3240200605, 112020, 005056,  250.0,   0.97,
3240200604, 112020, 004753,  351.0,   0.43,
3240200603, 112020, 004746,  350.6,   0.37,
3250200417, 121920, 011439,    5.4,   1.81,
3250200415, 121920, 011257,   25.1,   1.88,
3250200413, 121920, 011124,   45.1,   2.00,
3250200411, 121920, 010948,   76.1,   1.75,
3250200410, 121920, 010838,   99.3,   1.38,
3250200409, 121920, 010659,  123.3,   0.81,
3250200408, 121920, 010546,  149.6,   0.89,
3250200407, 121920, 010437,  174.3,   0.83,
3250200406, 121920, 010301,  199.9,   0.63,
3250200405, 121920, 010131,  250.5,   0.64,
3250200404, 121920, 005902,  349.6,   0.58,
3250200403, 121920, 005853,  349.3,   0.56,
