Hawaii Ocean Time-series : 22-Mar-2023 16:53:56
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, pc, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0960200102, 081098, 004055,  750.6,   0.24,
0960200101, 081098, 003446, 1022.9,   0.20,
0970200117, 092898, 014827,    5.2,   2.44,
0970200112, 092898, 014652,   25.6,   2.61,
0970200111, 092898, 014507,   75.4,   2.30,
0970200110, 092898, 014502,   75.4,   2.54,
0970200109, 092898, 014352,  100.1,   1.96,
0970200108, 092898, 014242,  125.1,   1.50,
0970200107, 092898, 014132,  149.9,   0.80,
0970200106, 092898, 014017,  175.2,   0.63,
0970200104, 092898, 013802,  250.5,   0.56,
0970200103, 092898, 013257,  500.1,   0.37,
0970200102, 092898, 012747,  750.3,   0.28,
0970200101, 092898, 012227, 1021.0,   0.20,
0980200319, 101898, 230128,    5.6,   2.02,
0980200317, 101898, 225920,   25.2,   2.08,
0980200313, 101898, 225735,   44.9,   2.27,
0980200311, 101898, 225548,   75.5,   2.19,
0980200309, 101898, 225328,   99.9,   2.39,
0980200308, 101898, 225200,  125.3,   1.76,
0980200307, 101898, 225044,  150.7,   1.04,
0980200306, 101898, 224929,  175.1,   0.87,
0980200305, 101898, 224710,  250.7,   0.49,
0980200304, 101898, 224201,  501.0,   0.39,
0980200302, 101898, 223636,  750.9,   0.33,
0980200301, 101898, 223106, 1020.8,   0.45,
0990200322, 111098, 215501,    4.8,   1.83,
0990200319, 111098, 215247,   25.1,   1.83,
0990200313, 111098, 214915,   44.9,   1.73,
0990200309, 111098, 214617,   74.9,   1.93,
0990200308, 111098, 214516,   99.3,   1.45,
0990200307, 111098, 214415,  125.4,   0.96,
0990200306, 111098, 214315,  149.7,   0.66,
0990200305, 111098, 214215,  175.8,   0.57,
0990200304, 111098, 214016,  251.1,   0.23,
0990200303, 111098, 213519,  501.3,   0.40,
0990200302, 111098, 213019,  750.3,   0.30,
0990200301, 111098, 212450, 1020.1,   0.18,
1000200312, 120898, 235419,    5.5,   2.08,
1000200311, 120898, 235256,   26.1,   1.89,
1000200310, 120898, 235137,   44.9,   1.76,
1000200309, 120898, 235011,   75.3,   1.69,
1000200308, 120898, 234857,  100.8,   1.58,
1000200307, 120898, 234736,  126.8,   1.00,
1000200306, 120898, 234617,  150.9,   0.70,
1000200305, 120898, 234457,  175.6,   0.60,
1000200304, 120898, 234236,  249.5,   0.41,
1000200303, 120898, 233716,  501.8,   0.33,
1000200302, 120898, 233143,  751.1,   0.26,
1000200301, 120898, 232537, 1019.7,   0.26,
1010200317, 011399, 005937,    5.7,   1.97,
1010200315, 011399, 005722,   25.9,   2.23,
1010200313, 011399, 005557,   45.7,   2.11,
1010200309, 011399, 005402,   75.8,   1.80,
1010200308, 011399, 005222,  100.7,   1.42,
1010200307, 011399, 005047,  125.5,   1.08,
1010200306, 011399, 004922,  150.7,   0.99,
1010200305, 011399, 004752,  175.9,   0.79,
1010200304, 011399, 004542,  251.2,   0.47,
1010200303, 011399, 004017,  500.9,   0.38,
1010200302, 011399, 003501,  751.4,   0.29,
1010200301, 011399, 002732, 1021.7,   0.25,
1020200821, 021899, 205750,    5.4,   1.86,
1020200819, 021899, 205548,   25.2,   1.96,
1020200816, 021899, 205334,   44.6,   1.84,
1020200814, 021899, 205138,   75.2,   1.76,
1020200811, 021899, 204848,  100.6,   1.73,
1020200808, 021899, 204609,  125.7,   1.45,
1020200806, 021899, 204448,  151.3,   1.15,
1020200804, 021899, 204143,  251.2,   0.40,
1020200803, 021899, 203643,  501.9,   0.50,
1020200802, 021899, 203148,  752.1,   0.28,
1020200801, 021899, 202629, 1021.8,   0.28,
1030200312, 031699, 225346,    5.6,   1.95,
1030200311, 031699, 225232,   24.9,   2.05,
1030200310, 031699, 225121,   45.9,   2.22,
1030200309, 031699, 225001,   76.8,   3.12,
1030200308, 031699, 224846,  101.1,   1.76,
1030200307, 031699, 224731,  125.3,   1.70,
1030200306, 031699, 224616,  152.3,   1.26,
1030200305, 031699, 224442,  176.0,   0.84,
1030200304, 031699, 224211,  251.6,   0.96,
1030200303, 031699, 223641,  501.4,   0.99,
1030200302, 031699, 223116,  750.7,   0.33,
1030200301, 031699, 222541, 1020.3,   0.31,
1040200524, 041499, 010833,    4.9,   1.64,
1040200523, 041499, 010713,   25.4,   1.97,
1040200522, 041499, 010613,   44.8,   2.09,
1040200521, 041499, 010505,   75.1,   1.93,
1040200520, 041499, 010349,   99.6,   2.08,
1040200516, 041499, 010205,  125.7,   1.43,
1040200515, 041499, 010038,  150.3,   1.13,
1040200514, 041499, 005920,  175.0,   0.93,
1040200513, 041499, 005701,  249.5,   0.77,
1040200512, 041499, 005136,  498.8,   0.31,
1040200508, 041499, 004420,  749.3,   0.47,
1040200501, 041499, 003546, 1019.7,   0.19,
1050200312, 050999, 230040,    7.3,   2.28,
1050200311, 050999, 225915,   27.0,   3.43,
1050200310, 050999, 225800,   47.2,   4.50,
1050200309, 050999, 225645,   76.7,   2.16,
1050200308, 050999, 225530,  101.5,   2.16,
1050200307, 050999, 225415,  125.4,   1.89,
1050200306, 050999, 225300,  149.9,   0.84,
1050200305, 050999, 225145,  173.8,   0.79,
1050200304, 050999, 224925,  246.4,   0.52,
1050200303, 050999, 224415,  494.5,   0.52,
1050200302, 050999, 223905,  744.1,   1.00,
1060200312, 071399, 225218,    4.6,   2.46,
1060200311, 071399, 225059,   24.6,   2.67,
1060200310, 071399, 224943,   45.2,   2.69,
1060200309, 071399, 224818,   75.3,   2.93,
1060200308, 071399, 224703,   99.6,   3.31,
1060200307, 071399, 224543,  124.3,   2.37,
1060200306, 071399, 224423,  149.7,   1.44,
1060200305, 071399, 224304,  174.7,   1.02,
1060200304, 071399, 224048,  249.8,   0.67,
1060200303, 071399, 223538,  499.5,   0.44,
1060200302, 071399, 223029,  750.4,   0.38,
1060200301, 071399, 222449, 1019.5,   0.39,
1070200611, 081399, 235355,   25.0,   2.37,
1070200610, 081399, 235241,   44.7,   3.33,
1070200609, 081399, 235115,   75.0,   2.34,
1070200608, 081399, 234956,   99.7,   1.91,
1070200607, 081399, 234841,  124.6,   1.70,
1070200606, 081399, 234723,  150.5,   0.69,
1070200605, 081399, 234606,  175.6,   0.79,
1070200604, 081399, 234358,  249.1,   0.40,
1070200603, 081399, 233853,  499.2,   0.21,
1070200602, 081399, 233349,  749.6,   0.50,
1070200601, 081399, 232820, 1019.4,   0.27,
1080200311, 101499, 235729,   24.5,   1.91,
1080200310, 101499, 235625,   44.7,   2.10,
1080200309, 101499, 235509,   74.2,   1.82,
1080200308, 101499, 235354,   98.9,   1.53,
1080200307, 101499, 235229,  124.2,   1.32,
1080200306, 101499, 235114,  149.7,   0.76,
1080200305, 101499, 235004,  174.7,   0.65,
1080200304, 101499, 234804,  249.4,   0.31,
1080200303, 101499, 234314,  500.0,   0.20,
1080200302, 101499, 233835,  749.2,   0.22,
1080200301, 101499, 233324, 1023.1,   0.23,
1090200312, 110899, 215250,    4.4,   2.06,
1090200311, 110899, 215149,   23.9,   1.92,
1090200310, 110899, 215034,   43.9,   1.95,
1090200309, 110899, 214920,   73.7,   1.82,
1090200308, 110899, 214820,   99.1,   1.66,
1090200307, 110899, 214704,  125.1,   1.23,
1090200306, 110899, 214535,  149.6,   0.94,
1090200305, 110899, 214420,  176.3,   0.59,
1090200304, 110899, 214205,  251.3,   0.49,
1090200303, 110899, 213721,  499.8,   0.29,
1090200302, 110899, 213150,  753.7,   0.18,
1090200301, 110899, 212605, 1019.3,   0.34,
1100200313, 121499, 230104,    5.3,   2.10,
1100200312, 121499, 225809,   24.8,   2.12,
1100200311, 121499, 225708,   44.6,   2.52,
1100200310, 121499, 225548,   75.1,   2.01,
1100200309, 121499, 225428,  100.6,   1.54,
1100200308, 121499, 225308,  125.3,   0.67,
1100200307, 121499, 225148,  150.2,   0.62,
1100200306, 121499, 225028,  174.8,   0.59,
1100200305, 121499, 224818,  251.4,   0.45,
1100200304, 121499, 224254,  502.2,   0.45,
1100200303, 121499, 224216,  502.3,   0.47,
1100200302, 121499, 223358,  750.3,   0.58,
1110200312, 020200, 215156,    4.3,   1.71,
1110200311, 020200, 215012,   24.7,   1.80,
1110200310, 020200, 214907,   44.9,   1.82,
1110200309, 020200, 214756,   74.4,   1.70,
1110200308, 020200, 214643,   98.7,   1.90,
1110200307, 020200, 214531,  123.8,   1.23,
1110200306, 020200, 214428,  149.4,   1.51,
1110200305, 020200, 214300,  174.9,   0.47,
1110200304, 020200, 214035,  250.2,   0.23,
1110200303, 020200, 213526,  501.2,   0.25,
1110200302, 020200, 213016,  749.8,   0.21,
1110200301, 020200, 212446, 1018.6,   0.20,
1120200418, 022900, 221901,    4.5,   1.68,
1120200416, 022900, 221731,   25.5,   1.74,
1120200415, 022900, 221621,   44.6,   1.89,
1120200413, 022900, 221446,   76.2,   1.81,
1120200412, 022900, 221331,   98.8,   1.64,
1120200410, 022900, 221201,  124.2,   1.41,
1120200409, 022900, 221055,  149.8,   1.00,
1120200406, 022900, 220930,  175.3,   0.55,
1120200404, 022900, 220601,  250.4,   0.50,
1120200403, 022900, 220046,  499.2,   0.38,
1120200402, 022900, 215448,  749.9,   0.24,
1120200401, 022900, 214918, 1018.4,   0.20,
1130200313, 032800, 225213,    5.1,   2.47,
1130200312, 032800, 225058,   25.0,   2.33,
1130200311, 032800, 224943,   45.3,   2.15,
1130200310, 032800, 224813,   74.0,   1.95,
1130200309, 032800, 224643,  100.6,   1.66,
1130200308, 032800, 224523,  125.3,   1.23,
1130200307, 032800, 224358,  149.0,   0.84,
1130200305, 032800, 224238,  173.9,   0.62,
1130200304, 032800, 224028,  249.8,   0.51,
1130200303, 032800, 223513,  499.4,   0.42,
1130200302, 032800, 222958,  749.4,   0.34,
1130200301, 032800, 222413, 1019.4,   0.35,
1140200316, 042500, 224945,    4.2,   2.09,
1140200315, 042500, 224830,   24.8,   2.69,
1140200314, 042500, 224725,   45.4,   2.20,
1140200313, 042500, 224619,   75.3,   2.07,
1140200312, 042500, 224514,   99.7,   2.05,
1140200310, 042500, 224314,  149.8,   1.25,
1140200309, 042500, 224200,  174.3,   1.01,
1140200308, 042500, 223959,  250.0,   0.65,
1140200305, 042500, 223419,  500.3,   0.51,
1140200303, 042500, 222909,  748.9,   0.44,
1140200301, 042500, 222310, 1019.6,   0.37,
1140200409, 042600, 014515,  124.1,   1.28,
1150200323, 052300, 225132,    4.3,   1.80,
1150200321, 052300, 225017,   24.2,   1.85,
1150200320, 052300, 224922,   43.9,   2.04,
1150200315, 052300, 224712,   74.6,   1.93,
1150200313, 052300, 224557,   99.2,   1.43,
1150200311, 052300, 224422,  124.1,   1.58,
1150200307, 052300, 224222,  148.5,   0.81,
1150200305, 052300, 224007,  175.8,   0.57,
1150200304, 052300, 223807,  250.2,   0.37,
1150200303, 052300, 223322,  499.2,   0.29,
1150200302, 052300, 222817,  749.6,   0.21,
1150200301, 052300, 222243, 1019.4,   0.22,
1160200424, 062000, 224735,    3.9,   2.84,
1160200420, 062000, 224530,   29.6,   4.46,
1160200416, 062000, 224325,   44.0,   1.86,
1160200413, 062000, 224150,   74.0,   1.54,
1160200411, 062000, 224034,   99.4,   1.31,
1160200409, 062000, 223925,  123.6,   1.09,
1160200407, 062000, 223820,  149.1,   0.95,
1160200405, 062000, 223705,  174.2,   0.64,
1160200404, 062000, 223510,  249.5,   0.39,
1160200403, 062000, 223030,  498.4,   0.35,
1170200323, 072600, 023600,    3.6,   3.18,
1170200307, 072600, 022013,  249.5,   0.47,
1170200305, 072600, 021449,  498.5,   0.31,
1170200303, 072600, 020932,  749.0,   0.27,
1170200301, 072600, 020309, 1022.8,   0.25,
1170200808, 072600, 195404,  124.2,   1.13,
1170200807, 072600, 195234,  148.2,   0.97,
1170200806, 072600, 195109,  175.2,   0.60,
1170201024, 072700, 015326,    4.4,   3.36,
1170201020, 072700, 015140,   14.3,   3.72,
1170201018, 072700, 015020,   24.3,   3.59,
1170201010, 072700, 014531,   59.5,   3.11,
1170201007, 072700, 014229,  104.3,   1.61,
1170201004, 072700, 013941,  150.2,   1.02,
1180200412, 082200, 215155,    5.2,   1.61,
1180200411, 082200, 215040,   25.3,   1.74,
1180200410, 082200, 214940,   44.6,   1.72,
1180200409, 082200, 214810,   74.2,   1.81,
1180200408, 082200, 214656,  100.0,   1.29,
1180200407, 082200, 214529,  125.0,   1.69,
1180200406, 082200, 214327,  149.7,   0.82,
1180200405, 082200, 214156,  175.6,   0.57,
1180200404, 082200, 213926,  251.0,   0.34,
1180200403, 082200, 213405,  499.5,   0.30,
1180200402, 082200, 212926,  748.8,   0.27,
1180200401, 082200, 212409, 1020.1,   0.24,
1190200416, 101800, 005953,    4.6,   1.93,
1190200415, 101800, 005843,   24.9,   1.79,
1190200410, 101800, 005704,   45.3,   1.76,
1190200409, 101800, 005603,   74.4,   1.23,
1190200408, 101800, 005453,   99.1,   1.21,
1190200407, 101800, 005353,  124.4,   0.93,
1190200406, 101800, 005253,  148.8,   0.65,
1190200405, 101800, 005143,  175.8,   0.39,
1190200404, 101800, 004923,  250.3,   0.25,
1190200403, 101800, 004418,  501.5,   0.24,
1190200402, 101800, 003938,  750.4,   0.19,
1190200401, 101800, 003434, 1019.0,   0.15,
1200200519, 113000, 040611,    4.7,   2.36,
1200200517, 113000, 040427,   24.7,   2.05,
1200200515, 113000, 040257,   44.6,   1.96,
1200200513, 113000, 040057,   74.8,   1.79,
1200200511, 113000, 035911,  100.3,   1.62,
1200200510, 113000, 035743,  125.2,   1.09,
1200200508, 113000, 035452,  174.2,   0.51,
1200200507, 113000, 035326,  199.2,   0.45,
1200200506, 113000, 035134,  249.7,   0.41,
1200200505, 113000, 034838,  352.2,   0.38,
1210200617, 122000, 035534,    4.3,   1.67,
1210200616, 122000, 035352,   23.9,   1.72,
1210200615, 122000, 035219,   44.6,   1.78,
1210200614, 122000, 035040,   74.7,   1.51,
1210200613, 122000, 034859,   98.7,   1.36,
1210200612, 122000, 034731,  124.1,   1.13,
1210200611, 122000, 034424,  150.9,   0.65,
1210200610, 122000, 034242,  175.4,   0.55,
1210200609, 122000, 034107,  200.3,   0.48,
1210200606, 122000, 033829,  249.1,   0.29,
1210200605, 122000, 033549,  349.9,   0.33,
1210200604, 122000, 033535,  349.8,   0.41,
1220201015, 011701, 185631,    3.9,   1.40,
1220201014, 011701, 185532,   24.0,   1.39,
1220201013, 011701, 185432,   43.8,   1.68,
1220201012, 011701, 185332,   73.3,   1.46,
1220201011, 011701, 185227,  100.3,   1.30,
1220201010, 011701, 185132,  122.8,   1.17,
1220201009, 011701, 185027,  149.7,   0.74,
1220201008, 011701, 184932,  174.6,   0.63,
1220201007, 011701, 184832,  199.0,   0.46,
1220201006, 011701, 184655,  248.7,   0.51,
1220201005, 011701, 184427,  348.0,   0.31,
1220201004, 011701, 184357,  349.6,   0.28,
1220201003, 011701, 184211,  399.1,   0.55,
1230200418, 021501, 053329,   24.4,   1.40,
1230200417, 021501, 053230,   44.6,   1.48,
1230200415, 021501, 053109,   74.0,   1.27,
1230200414, 021501, 053004,   99.0,   1.74,
1230200413, 021501, 052849,  125.4,   0.69,
1230200412, 021501, 052739,  148.5,   0.58,
1230200409, 021501, 052604,  174.9,   0.61,
1230200407, 021501, 052435,  199.3,   0.31,
1230200405, 021501, 052244,  249.3,   0.32,
1230200404, 021501, 052014,  350.5,   0.19,
1230200403, 021501, 052005,  350.5,   0.37,
1240200419, 032101, 130658,   75.4,   1.41,
1240200719, 032101, 215045,    3.6,   1.74,
1240200716, 032101, 214915,   24.6,   1.62,
1240200714, 032101, 214739,   43.7,   1.75,
1240200712, 032101, 214614,   74.8,   1.59,
1240200710, 032101, 214454,   99.1,   1.45,
1240200709, 032101, 214340,  123.1,   1.41,
1240200708, 032101, 214244,  149.0,   0.66,
1240200707, 032101, 214144,  173.7,   0.60,
1240200706, 032101, 214040,  199.3,   0.46,
1240200705, 032101, 213910,  250.4,   0.43,
1240200704, 032101, 213655,  349.4,   0.37,
1240200703, 032101, 213645,  349.2,   0.45,
1250200314, 041701, 215121,    3.6,   1.41,
1250200313, 041701, 215010,   23.7,   1.40,
1250200312, 041701, 214903,   43.6,   1.45,
1250200311, 041701, 214745,   73.3,   1.20,
1250200310, 041701, 214630,   98.9,   1.40,
1250200309, 041701, 214514,  125.3,   1.45,
1250200308, 041701, 214347,  149.5,   1.14,
1250200307, 041701, 214239,  173.3,   0.73,
1250200306, 041701, 214124,  198.0,   0.57,
1250200305, 041701, 213943,  249.2,   0.36,
1250200304, 041701, 213710,  348.8,   0.29,
1250200303, 041701, 213657,  348.8,   0.38,
1260200424, 051701, 002710,    4.8,   1.97,
1260200421, 051701, 002455,   24.1,   2.01,
1260200418, 051701, 002305,   44.7,   2.63,
1260200410, 051701, 001710,   99.5,   1.41,
1260200409, 051701, 001545,  124.2,   1.37,
1260200408, 051701, 001426,  149.4,   0.89,
1260200407, 051701, 001315,  175.6,   0.58,
1260200406, 051701, 001205,  200.3,   0.41,
1260200405, 051701, 001025,  249.5,   0.35,
1260200404, 051701, 000756,  349.9,   0.30,
1260200403, 051701, 000745,  349.9,   0.31,
1270200517, 061401, 035359,    3.7,   1.84,
1270200513, 061401, 035203,   23.3,   1.75,
1270200512, 061401, 035043,   44.4,   2.11,
1270200511, 061401, 034914,   73.4,   1.83,
1270200510, 061401, 034756,   98.6,   1.52,
1270200509, 061401, 034633,  124.6,   1.14,
1270200508, 061401, 034507,  147.9,   0.96,
1270200507, 061401, 034345,  174.0,   0.63,
1270200506, 061401, 034216,  198.8,   0.37,
1270200505, 061401, 034017,  250.2,   0.35,
1270200504, 061401, 033722,  347.7,   0.33,
1270200503, 061401, 033704,  348.1,   0.28,
1280200418, 071101, 035026,    4.0,   1.81,
1280200416, 071101, 034911,   24.9,   1.87,
1280200414, 071101, 034756,   44.0,   1.88,
1280200412, 071101, 034626,   74.2,   1.50,
1280200410, 071101, 034500,   98.8,   1.47,
1280200409, 071101, 034355,  124.3,   1.05,
1280200408, 071101, 034245,  149.5,   0.75,
1280200407, 071101, 034121,  174.3,   0.60,
1280200406, 071101, 033957,  199.5,   0.51,
1280200405, 071101, 033807,  249.0,   0.45,
1280200404, 071101, 033527,  350.4,   0.31,
1280200403, 071101, 033507,  350.3,   0.37,
1290201314, 080901, 004532,    4.6,   1.78,
1290201313, 080901, 004412,   25.1,   2.47,
1290201312, 080901, 004304,   44.3,   2.58,
1290201311, 080901, 004141,   74.5,   2.19,
1290201310, 080901, 004026,   99.2,   1.80,
1290201309, 080901, 003909,  124.0,   1.49,
1290201308, 080901, 003802,  149.7,   0.86,
1290201307, 080901, 003700,  174.7,   0.65,
1290201306, 080901, 003547,  199.6,   0.69,
1290201305, 080901, 003408,  250.4,   0.70,
1290201304, 080901, 003150,  349.4,   0.48,
1290201303, 080901, 003139,  349.4,   0.46,
1300200414, 100201, 004646,    4.7,   2.43,
1300200413, 100201, 004536,   25.1,   2.57,
1300200412, 100201, 004436,   44.9,   2.32,
1300200411, 100201, 004326,   75.9,   2.03,
1300200410, 100201, 004221,  100.0,   1.95,
1300200409, 100201, 004121,  125.1,   1.18,
1300200408, 100201, 004006,  149.6,   0.93,
1300200407, 100201, 003906,  174.3,   0.71,
1300200406, 100201, 003751,  200.8,   0.59,
1300200405, 100201, 003616,  250.1,   0.45,
1300200404, 100201, 003401,  349.4,   0.35,
1300200403, 100201, 003351,  349.5,   0.41,
1310200514, 102301, 040431,    5.0,   3.33,
1310200513, 102301, 040246,   26.5,   3.49,
1310200512, 102301, 040116,   45.4,   3.05,
1310200511, 102301, 035931,   75.5,   1.89,
1310200510, 102301, 035801,  100.1,   1.77,
1310200509, 102301, 035616,  124.7,   0.94,
1310200508, 102301, 035421,  150.1,   0.60,
1310200507, 102301, 034901,  174.3,   0.66,
1310200506, 102301, 034716,  201.7,   0.37,
1310200505, 102301, 034504,  250.1,   0.46,
1310200504, 102301, 034132,  350.6,   0.41,
1310200503, 102301, 034117,  350.7,   0.40,
1320200514, 111701, 035320,    3.9,   2.21,
1320200512, 111701, 035031,   43.6,   2.24,
1320200511, 111701, 034901,   74.1,   1.98,
1320200510, 111701, 034731,   98.9,   1.66,
1320200509, 111701, 034601,  125.2,   1.03,
1320200508, 111701, 034406,  150.9,   0.71,
1320200507, 111701, 034246,  172.4,   0.69,
1320200506, 111701, 034116,  199.3,   0.45,
1320200505, 111701, 033921,  249.7,   0.46,
1320200504, 111701, 033625,  353.4,   0.44,
1320200503, 111701, 033615,  352.7,   0.40,
1330200222, 121501, 092610,    4.3,   1.81,
1330200220, 121501, 092425,   26.2,   1.72,
1330200219, 121501, 092300,   44.6,   1.74,
1330200218, 121501, 092125,   75.7,   1.75,
1330200217, 121501, 091945,   99.7,   1.75,
1330200215, 121501, 091755,  125.7,   0.71,
1330200213, 121501, 091611,  149.1,   0.53,
1330200211, 121501, 091411,  176.3,   0.42,
1330200209, 121501, 091225,  199.5,   0.41,
1330200207, 121501, 090955,  251.1,   0.48,
1330200205, 121501, 090655,  350.1,   0.32,
1330200203, 121501, 090625,  350.5,   0.54,
1340200514, 011602, 035049,    4.9,   2.10,
1340200513, 011602, 034854,   23.7,   1.94,
1340200512, 011602, 034727,   45.0,   1.87,
1340200511, 011602, 034529,   74.3,   2.10,
1340200510, 011602, 034349,   98.6,   1.79,
1340200509, 011602, 034239,  125.7,   1.69,
1340200508, 011602, 034119,  150.3,   1.15,
1340200507, 011602, 034004,  173.6,   0.71,
1340200506, 011602, 033834,  199.0,   0.61,
1340200505, 011602, 033653,  248.7,   0.56,
1340200504, 011602, 033408,  351.2,   0.36,
1340200503, 011602, 033356,  350.6,   0.28,
1350200518, 022102, 035446,    4.5,   1.88,
1350200516, 022102, 035311,   24.5,   2.10,
1350200515, 022102, 035206,   44.2,   1.82,
1350200513, 022102, 035006,   75.8,   1.83,
1350200511, 022102, 034815,   98.9,   1.51,
1350200510, 022102, 034651,  123.8,   0.98,
1350200508, 022102, 034501,  149.2,   0.67,
1350200507, 022102, 034326,  175.4,   0.52,
1350200506, 022102, 034151,  198.1,   0.52,
1350200505, 022102, 033943,  250.9,   0.48,
1350200504, 022102, 033625,  351.9,   0.37,
1350200503, 022102, 033612,  351.5,   0.44,
1360200615, 031302, 034957,    4.6,   1.87,
1360200614, 031302, 034828,   24.6,   2.02,
1360200613, 031302, 034815,   44.5,   2.04,
1360200612, 031302, 034811,   74.8,   2.24,
1360200610, 031302, 034519,   99.8,   1.46,
1360200609, 031302, 034353,  124.3,   1.29,
1360200608, 031302, 034225,  148.5,   0.97,
1360200607, 031302, 034034,  173.9,   0.66,
1360200606, 031302, 033739,  199.5,   0.48,
1360200605, 031302, 033734,  249.1,   0.45,
1360200604, 031302, 033716,  349.2,   0.37,
1360200603, 031302, 033341,  349.2,   0.37,
1370200515, 052102, 035456,    4.3,   1.86,
1370200514, 052102, 035332,   25.2,   1.80,
1370200513, 052102, 035211,   44.9,   2.06,
1370200512, 052102, 035036,   75.1,   1.98,
1370200510, 052102, 034751,  124.3,   1.40,
1370200509, 052102, 034626,  150.5,   0.73,
1370200507, 052102, 034432,  174.2,   0.58,
1370200506, 052102, 034246,  200.7,   0.45,
1370200505, 052102, 034046,  250.3,   0.53,
1370200504, 052102, 033806,  349.4,   0.35,
1370200503, 052102, 033756,  349.5,   0.30,
1380200321, 062902, 215038,    4.4,   1.87,
1380200317, 062902, 214848,   24.0,   1.86,
1380200315, 062902, 214718,   44.3,   2.04,
1380200314, 062902, 214559,   74.0,   2.16,
1380200313, 062902, 214438,   99.4,   1.63,
1380200311, 062902, 214313,  123.8,   1.24,
1380200309, 062902, 214143,  149.4,   0.87,
1380200307, 062902, 214018,  174.6,   0.78,
1380200306, 062902, 213902,  199.4,   0.57,
1380200305, 062902, 213712,  250.1,   0.47,
1380200304, 062902, 213422,  350.6,   0.41,
1380200303, 062902, 213413,  350.2,   0.46,
1390200516, 082802, 041610,    5.0,   2.12,
1390200514, 082802, 041435,   24.2,   2.32,
1390200513, 082802, 041255,   45.6,   2.26,
1390200511, 082802, 041025,   74.5,   2.38,
1390200510, 082802, 040835,  100.4,   1.96,
1390200509, 082802, 040645,  123.0,   1.67,
1390200508, 082802, 040415,  149.6,   1.07,
1390200507, 082802, 040151,  174.8,   0.77,
1390200506, 082802, 040010,  201.1,   0.70,
1390200505, 082802, 035752,  248.0,   0.50,
1390200504, 082802, 035440,  350.3,   0.34,
1390200503, 082802, 035426,  350.2,   0.35,
1400200516, 100702, 041006,    5.3,   2.66,
1400200515, 100702, 040801,   25.7,   2.54,
1400200514, 100702, 040601,   44.9,   2.71,
1400200513, 100702, 040317,   75.2,   2.10,
1400200510, 100702, 035842,  101.0,   1.94,
1400200509, 100702, 035611,  126.1,   1.56,
1400200508, 100702, 035411,  151.3,   0.77,
1400200507, 100702, 035206,  177.0,   0.68,
1400200506, 100702, 034937,  203.6,   0.61,
1400200505, 100702, 034646,  248.0,   0.53,
1400200504, 100702, 034256,  350.9,   0.43,
1400200503, 100702, 034246,  351.1,   0.43,
1410200514, 110402, 035144,    4.9,   1.53,
1410200513, 110402, 035029,   24.6,   2.08,
1410200512, 110402, 034930,   44.6,   2.31,
1410200511, 110402, 034819,   75.1,   2.20,
1410200510, 110402, 034719,   99.9,   1.86,
1410200509, 110402, 034619,  125.3,   1.46,
1410200508, 110402, 034519,  150.0,   0.86,
1410200507, 110402, 034419,  175.3,   0.66,
1410200506, 110402, 034319,  199.4,   0.79,
1410200505, 110402, 034154,  250.1,   0.46,
1410200504, 110402, 033929,  349.8,   0.37,
1410200503, 110402, 033919,  349.7,   0.35,
1420200514, 112502, 035622,    4.0,   1.93,
1420200513, 112502, 035452,   24.8,   2.21,
1420200512, 112502, 035316,   44.9,   1.94,
1420200511, 112502, 035112,   74.1,   1.87,
1420200510, 112502, 034931,   99.4,   1.57,
1420200509, 112502, 034737,  124.8,   0.89,
1420200508, 112502, 034601,  149.9,   0.67,
1420200507, 112502, 034421,  174.3,   0.58,
1420200506, 112502, 034231,  199.4,   0.53,
1420200505, 112502, 034026,  250.3,   0.41,
1420200504, 112502, 033736,  350.6,   0.40,
1420200503, 112502, 033726,  350.5,   0.38,
1430200514, 121902, 035116,    4.9,   1.98,
1430200513, 121902, 034951,   24.7,   1.90,
1430200512, 121902, 034821,   43.8,   2.04,
1430200511, 121902, 034656,   76.1,   1.84,
1430200510, 121902, 034536,  100.3,   1.84,
1430200509, 121902, 034416,  124.4,   1.46,
1430200508, 121902, 034301,  150.1,   0.81,
1430200507, 121902, 034136,  174.9,   0.60,
1430200506, 121902, 034011,  199.5,   0.52,
1430200505, 121902, 033836,  250.1,   0.51,
1430200504, 121902, 033606,  347.5,   0.40,
1430200503, 121902, 033556,  347.7,   0.43,
1440200415, 011703, 034929,    4.4,   1.95,
1440200414, 011703, 034824,   25.0,   2.08,
1440200413, 011703, 034724,   43.3,   2.06,
