Hawaii Ocean Time-series : 07-Sep-2023 21:40:48
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, llp, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
0020200811, 120288, 225346,    1.6,   35.2,
0020200810, 120288, 225240,   16.2,   34.2,
0020200809, 120288, 225126,   37.8,   37.1,
0020200808, 120288, 225026,   57.9,   42.0,
0020200807, 120288, 224941,   79.2,   50.8,
0020200806, 120288, 224846,   98.9,   96.7,
0030200410, 010889, 143637,    4.9,   28.3,
0030200409, 010889, 143356,   22.8,   36.1,
0030200408, 010889, 143232,   43.3,   20.5,
0030200407, 010889, 143045,   72.7,   43.9,
0030200406, 010889, 142841,   97.7,   45.9,
0030200405, 010889, 142715,  122.2,   43.0,
0040200608, 022889, 151314,    5.8,   88.9,
0040200607, 022889, 151025,   22.1,  119.2,
0040200606, 022889, 150904,   41.8,   83.7,
0040200605, 022889, 150732,   71.8,   48.3,
0040200604, 022889, 150544,   99.6,   47.2,
0040200603, 022889, 150425,  123.2,   67.9,
0090202412, -00009, -00009,    6.6,  130.2,
0090202411, -00009, -00009,   26.6,  140.7,
0090202410, -00009, -00009,   47.6,  129.2,
0090202409, -00009, -00009,   78.0,  115.9,
0090202408, -00009, -00009,  102.9,  117.2,
0090202407, -00009, -00009,  125.9,  125.3,
0100201417, -00009, -00009,    8.2,  102.6,
0100201414, -00009, -00009,   27.0,  105.5,
0100201412, -00009, -00009,   47.9,   98.7,
0100201410, 092389, 201241,   78.4,  102.3,
0100201408, 092389, 201117,  104.5,  105.8,
0110201617, 101989, 214946,    4.8,   66.7,
0110201615, 101989, 214629,   45.4,   85.6,
0110201613, 101989, 214504,   76.4,   36.8,
0110201610, 101989, 214309,  106.4,   68.6,
0130200415, 010590, 051004,    4.7,   44.6,
0130200414, 010590, 050844,   14.3,   48.1,
0130200413, 010590, 050729,   24.2,   50.1,
0130200412, 010590, 050628,   34.0,   53.0,
0130200411, 010590, 050532,   45.8,   39.6,
0130200410, 010590, 050424,   60.0,   39.4,
0130200409, 010590, 050321,   75.5,   33.2,
0130200408, 010590, 050156,   85.6,   57.3,
0130200407, 010590, 050059,   95.1,   67.1,
0130200405, 010590, 045822,  117.3,   91.8,
0130200404, 010590, 045652,  126.9,  129.6,
0130200403, 010590, 045410,  136.8,  167.0,
0140201223, 021690, 174137,    4.2,  116.2,
0140201221, 021690, 173923,   24.9,  120.8,
0140201219, 021690, 173743,   45.9,   98.7,
0140201218, 021690, 173651,   60.8,   85.3,
0140201217, 021690, 173556,   75.6,   91.5,
0140201216, 021690, 173508,   85.3,  102.2,
0140201214, 021690, 173327,  105.9,   98.3,
0140201213, 021690, 173238,  115.6,   96.0,
0140201212, 021690, 173151,  125.4,  151.8,
0140201211, 021690, 173058,  135.7,  171.6,
0150200623, 031990, 082925,  116.7,   90.1,
0150200622, 031990, 082816,  126.9,  103.2,
0150200621, 031990, 082706,  137.2,  130.2,
0160200622, 041390, 061446,  117.3,   91.5,
0160200620, 041390, 061157,  137.0,  100.6,
0160200713, 041390, 091248,   16.6,   96.7,
0160200710, 041390, 091046,   36.9,   80.1,
0160200707, 041390, 090806,   61.8,   86.6,
0160200704, 041390, 090513,  108.8,   85.9,
0170201416, 051090, 073340,    6.5,  105.8,
0170201415, 051090, 073247,   27.6,   78.4,
0170201414, 051090, 073145,   47.4,  128.6,
0170201413, 051090, 073041,   77.2,   74.9,
0170201411, 051090, 072900,  102.1,   93.7,
0170201410, 051090, 072810,  112.2,   82.3,
0170201408, 051090, 072623,  135.2,  118.4,
0180200522, 061390, 071330,    5.2,   87.9,
0180200520, 061390, 071021,   26.2,   86.2,
0180200517, 061390, 070813,   45.6,   75.9,
0180200515, 061390, 070606,   76.0,   83.3,
0180200512, 061390, 070321,  106.9,   85.6,
0230200617, 020491, 014603,    6.9,  122.7,
0230200615, 020491, 014433,   26.6,  112.3,
0230200614, 020491, 014325,   46.5,   62.0,
0230200613, 020491, 014204,   76.2,   69.0,
0230200611, 020491, 014021,  105.7,  103.5,
0230200610, 020491, 013856,  129.7,  155.6,
0240200123, 030691, 203200,    5.4,   61.5,
0240200122, 030691, 203200,    5.7,   77.1,
0240200121, 030691, 203000,   16.1,   70.3,
0240200120, 030691, 202900,   19.1,   73.2,
0240200119, 030691, 202800,   26.7,   72.3,
0240200118, 030691, 202700,   36.8,   75.2,
0240200117, 030691, 202600,   39.7,   72.3,
0240200116, 030691, 202100,   63.7,   59.6,
0240200115, 030691, 201900,   78.9,   61.5,
0240200114, 030691, 201800,   86.2,   52.7,
0240200113, 030691, 201700,   94.7,   68.4,
0240200112, 030691, 201600,  105.3,   60.5,
0240200111, 030691, 201500,  117.6,   86.9,
0240200110, 030691, 201300,  126.5,  112.3,
0250200923, 041091, 200942,    6.4,   52.7,
0250200922, 041091, 200903,   11.2,   52.7,
0250200921, 041091, 200800,   27.8,   27.3,
0250200920, 041091, 200655,   48.6,   17.6,
0250200919, 041091, 200611,   62.9,   21.5,
0250200918, 041091, 200514,   78.7,   31.2,
0250200917, 041091, 200424,   88.8,   67.4,
0250200916, 041091, 200324,  104.6,   96.7,
0250200915, 041091, 200234,  120.1,  106.4,
0250200914, 041091, 200150,  129.8,  129.9,
0250200913, 041091, 200057,  142.1,  158.2,
0260200422, 050891, 113810,   10.6,   81.1,
0260200419, 050891, 113614,   27.5,   78.1,
0260200416, 050891, 113254,   46.0,   38.1,
0260200415, 050891, 113151,   64.3,   20.5,
0260200414, 050891, 113100,   78.0,   11.7,
0260200413, 050891, 113007,   86.9,   10.7,
0260200412, 050891, 112835,   98.0,   13.7,
0260200411, 050891, 112740,  104.6,   80.1,
0260200410, 050891, 112641,  114.8,   33.2,
0270200623, 060591, 070845,    6.5,  125.0,
0270200622, 060591, 070758,   12.3,  121.1,
0270200620, 060591, 070701,   16.2,  108.4,
0270200618, 060591, 070512,   37.9,  113.3,
0270200617, 060591, 070421,   47.7,   64.5,
0270200616, 060591, 070315,   63.6,   57.6,
0270200614, 060591, 070106,   90.2,   52.7,
0270200612, 060591, 065911,  109.6,   75.2,
0270200610, 060591, 065723,  130.2,  126.9,
0270200609, 060591, 065633,  139.0,  186.5,
0280200518, 071091, 070208,   23.3,  143.6,
0280200516, 071091, 070037,   43.2,  135.8,
0280200515, 071091, 065939,   58.9,  135.8,
0280200514, 071091, 065843,   73.9,  105.5,
0280200513, 071091, 065751,   84.7,  136.7,
0280200512, 071091, 065656,   94.5,  122.1,
0280200511, 071091, 065603,  104.4,  174.8,
0280200510, 071091, 065511,  115.1,  161.1,
0280200508, 071091, 065257,  135.8,  239.2,
0290200623, 081091, 100542,    7.9,  142.6,
0290200620, 081091, 100225,   26.9,  158.2,
0290200616, 081091, 095848,   59.1,   81.1,
0290200614, 081091, 095639,   87.6,  149.4,
0290200612, 081091, 095417,  107.6,  154.3,
0290200611, 081091, 095321,  117.7,  160.2,
0290200610, 081091, 095219,  129.6,  166.0,
0300200514, 091891, 055457,  111.4,  145.5,
0300200513, 091891, 055406,  121.8,  147.5,
0300200511, 091891, 055209,  141.7,  168.9,
0300200615, 091891, 082714,   11.3,  101.6,
0300200612, 091891, 082414,   31.1,   97.7,
0300200610, 091891, 082113,   50.8,   99.6,
0300200608, 091891, 081922,   67.7,   82.0,
0300200607, 091891, 081804,   83.3,  102.5,
0300200605, 091891, 081542,  105.4,  145.5,
0310200416, 102191, 075430,  103.9,   25.4,
0310200415, 102191, 075327,  114.6,   80.1,
0310200413, 102191, 075154,  124.7,  127.0,
0310200412, 102191, 075100,  135.1,   75.2,
0310200518, 102191, 104230,    6.7,   34.2,
0310200515, 102191, 104021,   27.0,   31.3,
0310200512, 102191, 103810,   46.5,   34.2,
0310200511, 102191, 103710,   61.3,   15.6,
0310200510, 102191, 103606,   76.8,   22.5,
0310200508, 102191, 103421,   97.4,   23.4,
0320201403, 120791, 173848,    7.9,   68.4,
0320201402, 120791, 173255,   13.2,   80.1,
0320201401, 120791, 172631,   23.2,   84.0,
0320201422, 120791, 180306,   33.3,   82.0,
0320201421, 120791, 180217,   43.4,   62.5,
0320201419, 120791, 175956,   49.8,   48.8,
0320201418, 120791, 175914,   70.4,   35.2,
0320201416, 120791, 175723,   88.1,   85.0,
0320201414, 120791, 175512,  108.3,   69.3,
0320201413, 120791, 175421,  124.5,   65.4,
0330200412, -00009, -00009,  107.2,   42.0,
0330200411, -00009, -00009,  115.5,  104.5,
0330200410, -00009, -00009,  126.7,  149.4,
0330200409, -00009, -00009,  135.9,  138.7,
0330200510, -00009, -00009,   26.3,   37.1,
0330200508, -00009, -00009,   46.7,   32.2,
0330200506, -00009, -00009,   77.4,   13.7,
0330200505, -00009, -00009,   87.9,   12.7,
0330200504, -00009, -00009,   96.7,   30.3,
0340201111, 021592, 094245,  108.6,   35.2,
0340201109, 021592, 094030,  127.4,   82.0,
0340201217, 021592, 130334,    5.6,   27.3,
0340201214, 021592, 130057,   29.9,   32.2,
0340201213, 021592, 125951,   37.6,   33.2,
0340201211, 021592, 125659,   63.9,   33.2,
0340201210, 021592, 125447,   77.3,   34.2,
0340201207, 021592, 125045,   92.5,   33.2,
0350200210, -00009, -00009,  126.7,   74.2,
0350200208, -00009, -00009,  136.8,   77.1,
0350200311, -00009, -00009,    7.2,   75.2,
0350200310, -00009, -00009,   17.3,   80.1,
0350200308, -00009, -00009,   37.2,   59.6,
0350200307, -00009, -00009,   47.3,   55.7,
0350200306, -00009, -00009,   61.3,   57.6,
0350200304, -00009, -00009,   87.9,   62.5,
0360200521, -00009, -00009,    8.2,  107.4,
0360200518, -00009, -00009,   29.5,   91.8,
0360200516, -00009, -00009,   48.7,   67.4,
0360200515, -00009, -00009,   62.6,   44.9,
0360200514, -00009, -00009,   78.5,   60.5,
0360200513, -00009, -00009,   88.8,   63.5,
0360200512, -00009, -00009,   99.2,   65.4,
0360200511, -00009, -00009,  109.3,   65.4,
0360200510, -00009, -00009,  119.6,   85.9,
0360200509, -00009, -00009,  128.3,  115.2,
0360200508, -00009, -00009,  138.2,  143.5,
0370200423, 060992, 071802,    4.6,   86.9,
0370200421, 060992, 071608,   14.6,   67.4,
0370200420, 060992, 071444,   24.7,   71.3,
0370200418, 060992, 071302,   34.6,   57.6,
0370200417, 060992, 071144,   44.8,   23.4,
0370200416, 060992, 071021,   59.6,   36.1,
0370200414, 060992, 070726,   84.9,   57.6,
0370200413, 060992, 070602,   94.9,   80.1,
0370200411, 060992, 070317,  113.4,  108.4,
0370200410, 060992, 070139,  124.5,  126.9,
0370200408, 060992, 065839,  148.3,  248.0,
0380200622, 070592, 083712,    8.6,   16.6,
0380200620, 070592, 083559,   17.3,   19.5,
0380200618, 070592, 083455,   28.4,   25.4,
0380200617, 070592, 083414,   38.4,    4.9,
0380200616, 070592, 083332,   48.5,    5.9,
0380200609, 070592, 082709,  129.3,   51.8,
0390201218, 080692, 090714,  128.8,  140.6,
0390201316, 080692, 112648,    9.9,  105.5,
0390201315, 080692, 112636,   10.0,  108.4,
0390201312, 080692, 112443,   31.1,  114.3,
0390201311, 080692, 112430,   31.0,   93.8,
0390201310, 080692, 112346,   40.3,   94.7,
0390201309, 080692, 112307,   49.3,   79.1,
0390201308, 080692, 112220,   64.8,   82.0,
0400200622, -00009, -00009,    5.8,   21.5,
0400200621, -00009, -00009,   15.6,   28.3,
0400200620, -00009, -00009,   25.4,   26.4,
0400200618, -00009, -00009,   35.4,   19.5,
0400200617, -00009, -00009,   45.4,   28.3,
0400200616, -00009, -00009,   60.5,   39.1,
0400200615, -00009, -00009,   74.7,   47.9,
0400200611, -00009, -00009,  105.5,   89.8,
0400200609, -00009, -00009,  124.8,  133.8,
0400200607, -00009, -00009,  134.2,  160.1,
0410200621, -00009, -00009,    8.5,   25.4,
0410200620, -00009, -00009,   15.4,    9.8,
0410200616, -00009, -00009,   44.7,    2.9,
0410200615, -00009, -00009,   59.7,   23.4,
0410200614, -00009, -00009,   74.7,   72.3,
0410200611, -00009, -00009,  105.2,  100.6,
0410200609, -00009, -00009,  125.0,  162.1,
0410200607, -00009, -00009,  148.4,  214.8,
0420200112, -00009, -00009,  115.0,  104.5,
0420200111, -00009, -00009,  125.0,  130.9,
0420200109, -00009, -00009,  150.0,  143.5,
0420200211, -00009, -00009,   15.0,  120.1,
0420200210, -00009, -00009,   25.0,  107.4,
0420200209, -00009, -00009,   35.0,  101.6,
0420200207, -00009, -00009,   60.0,  113.3,
0420200206, -00009, -00009,   75.0,  113.3,
0420200204, -00009, -00009,   95.0,   90.8,
0420200203, -00009, -00009,  105.0,  111.3,
0420200201, -00009, -00009,  135.0,  143.5,
0430200612, -00009, -00009,    5.0,  116.2,
0430200611, -00009, -00009,   15.0,  102.6,
0430200610, -00009, -00009,   25.0,  104.5,
0430200609, -00009, -00009,   35.0,   88.9,
0430200608, -00009, -00009,   45.0,   78.1,
0430200607, -00009, -00009,   60.0,   45.9,
0430200606, -00009, -00009,   75.0,   34.2,
0430200605, -00009, -00009,   85.0,   33.2,
0430200604, -00009, -00009,   95.0,   98.6,
0430200603, -00009, -00009,  105.0,   61.5,
0430200602, -00009, -00009,  115.0,  107.4,
0430200712, -00009, -00009,  115.0,   92.8,
0430200711, -00009, -00009,  125.0,  105.5,
0430200710, -00009, -00009,  135.0,  188.5,
0440200412, 012093, 065339,  135.1,  171.9,
0440200411, 012093, 064858,  149.7,  215.8,
0440200512, 012093, 100604,    9.1,   46.9,
0440200511, 012093, 100428,   24.7,   43.9,
0440200510, 012093, 100321,   35.6,   35.2,
0440200509, 012093, 100211,   45.3,   35.2,
0440200507, 012093, 095907,   75.5,   35.2,
0440200506, 012093, 095814,   86.1,   43.0,
0440200502, 012093, 095354,  130.4,   43.9,
0450200621, 021793, 071005,    5.1,   81.1,
0450200620, 021793, 070835,   14.9,   83.0,
0450200618, 021793, 070703,   24.3,   76.2,
0450200617, 021793, 070557,   35.5,   75.2,
0450200616, 021793, 070450,   45.4,   78.1,
0450200615, 021793, 070319,   58.7,   95.7,
0450200614, 021793, 070157,   74.3,   96.7,
0450200613, 021793, 070040,   84.6,   84.0,
0450200612, 021793, 065942,   94.6,  113.3,
0450200611, 021793, 065829,  104.7,  162.1,
0450200610, 021793, 065657,  114.5,  207.0,
0450200609, 021793, 065354,  124.5,  264.6,
0450200608, 021793, 065233,  137.0,  280.3,
0460200323, 041493, 071322,    3.8,   74.2,
0460200322, 041493, 071130,   15.0,   70.3,
0460200320, 041493, 071013,   26.0,   65.4,
0460200319, 041493, 070922,   34.9,   64.5,
0460200318, 041493, 070831,   44.4,   83.0,
0460200316, 041493, 070643,   75.5,   66.4,
0460200313, 041493, 070356,  104.9,   64.5,
0460200311, 041493, 070154,  125.0,  108.4,
0470200924, 052193, 020723,    6.5,   26.4,
0470200922, 052193, 020536,   14.8,   24.4,
0470200920, 052193, 020352,   24.5,   26.4,
0470200919, 052193, 020232,   34.9,   28.3,
0470200918, 052193, 020124,   45.0,   33.2,
0470200917, 052193, 015956,   55.1,   21.5,
0470200916, 052193, 015822,   74.7,   20.5,
0470200913, 052193, 015432,  106.3,   11.7,
0470200911, 052193, 015212,  124.5,   35.2,
0490200723, 091493, 063900,    5.4,   36.1,
0490200722, 091493, 063652,   15.6,   46.9,
0490200721, 091493, 063459,   25.6,   45.9,
0490200720, 091493, 063257,   36.7,   43.9,
0490200719, 091493, 063103,   46.6,   21.5,
0490200716, 091493, 062523,   76.2,   41.0,
0490200713, 091493, 061950,  105.9,   79.1,
0490200710, 091493, 061437,  125.6,  101.6,
0490200708, 091493, 061111,  136.3,  136.7,
0500200622, 102993, 074421,   17.2,    8.8,
0500200620, 102993, 074255,   27.1,   56.6,
0500200619, 102993, 074117,   37.3,   43.0,
0500200618, 102993, 074000,   48.4,   48.8,
0500200617, 102993, 073831,   58.5,   29.3,
0500200616, 102993, 073558,   80.3,   28.3,
0500200613, 102993, 073200,  105.2,   59.6,
0500200610, 102993, 072754,  125.0,  112.3,
0500200607, 102993, 072336,  148.9,  302.7,
0510200422, 012094, 091215,    7.5,   50.8,
0510200421, 012094, 091156,   17.1,   60.5,
0510200419, 012094, 090954,   27.3,   65.4,
0510200418, 012094, 090940,   36.7,   64.4,
0510200416, 012094, 090726,   62.9,   54.7,
0510200415, 012094, 090613,   76.6,   86.9,
0510200414, 012094, 090504,   85.8,   51.8,
0510200413, 012094, 090409,   96.1,   77.1,
0510200412, 012094, 090312,  106.4,   84.0,
0510200411, 012094, 090218,  114.6,   64.4,
0510200410, 012094, 090118,  125.7,  110.3,
0520200517, 021794, 065711,    4.8,   19.5,
0520200516, 021794, 065604,   15.0,   20.5,
0520200515, 021794, 065455,   25.4,   14.6,
0520200514, 021794, 065351,   35.0,   17.6,
0520200513, 021794, 065249,   44.9,   13.7,
0520200512, 021794, 065129,   61.4,   11.7,
0520200511, 021794, 065000,   77.8,   22.5,
0520200508, 021794, 064651,  106.1,   11.7,
0520200506, 021794, 064445,  125.5,   22.5,
0530200621, 030994, 060838,    4.6,   30.3,
0530200620, 030994, 060708,   14.9,   30.3,
0530200618, 030994, 060546,   25.2,   30.3,
0530200617, 030994, 060448,   36.8,   34.2,
0530200616, 030994, 060347,   45.5,   37.1,
0530200615, 030994, 060226,   60.1,   24.4,
0530200614, 030994, 060130,   75.0,   20.5,
0530200611, 030994, 055837,  104.9,   32.2,
0530200609, 030994, 055642,  125.8,   41.0,
0530200607, 030994, 055225,  149.2,   67.4,
0540201321, 061994, 230633,    5.1,   58.6,
0540201320, 061994, 230503,   14.9,   58.6,
0540201318, 061994, 230339,   24.7,   60.6,
0540201316, 061994, 230056,   44.6,   42.0,
0540201315, 061994, 225936,   59.7,   17.6,
0540201314, 061994, 225807,   75.4,   19.5,
0540201312, 061994, 225524,   95.7,   37.1,
0540201311, 061994, 225403,  105.1,   54.7,
0540201310, 061994, 225242,  113.8,   58.6,
0540201309, 061994, 225114,  125.3,   67.4,
0540201308, 061994, 224943,  136.6,   75.2,
0550200423, 072594, 080830,    4.7,   49.8,
0550200422, 072594, 080712,   14.8,   51.8,
0550200420, 072594, 080534,   24.6,   51.8,
0550200419, 072594, 080425,   34.2,   65.4,
0550200418, 072594, 080309,   43.8,   44.9,
0550200417, 072594, 080147,   59.8,   52.7,
0550200416, 072594, 080028,   74.3,   37.1,
0550200412, 072594, 075548,  104.2,   50.8,
0550200410, 072594, 075215,  124.2,   71.3,
0550200407, 072594, 074814,  149.6,  169.9,
0560200521, 083094, 064533,    4.5,   26.4,
0560200520, 083094, 064429,   14.6,   55.7,
0560200518, 083094, 064310,   25.2,   43.0,
0560200517, 083094, 064204,   35.2,   34.2,
0560200516, 083094, 064059,   44.6,   31.3,
0560200515, 083094, 063939,   59.6,   41.0,
0560200514, 083094, 063820,   75.9,   25.4,
0560200511, 083094, 063441,  105.5,   83.0,
0560200509, 083094, 063142,  125.1,  186.5,
0570200421, 092394, 080726,    5.4,   56.7,
0570200420, 092394, 080632,   15.1,   41.0,
0570200418, 092394, 080522,   25.0,   44.9,
0570200417, 092394, 080414,   35.0,   48.8,
0570200416, 092394, 080328,   44.6,   42.0,
0570200415, 092394, 080222,   59.9,   41.0,
0570200414, 092394, 080124,   75.2,   25.4,
0570200412, 092394, 075920,   95.1,   66.4,
0570200411, 092394, 075819,  105.2,   70.3,
0570200409, 092394, 075629,  124.1,   85.9,
0570200407, 092394, 075420,  149.6,   98.6,
0580200622, 101594, 090603,    5.0,   17.6,
0580200621, 101594, 090506,   14.6,   14.7,
0580200619, 101594, 090350,   25.0,   20.5,
0580200618, 101594, 090259,   34.3,   15.6,
0580200617, 101594, 090155,   44.6,    8.8,
0580200616, 101594, 090029,   59.5,    9.8,
0580200615, 101594, 085919,   74.5,   21.5,
0580200613, 101594, 085659,   94.7,   35.2,
0580200612, 101594, 085552,  104.7,   54.7,
0580200610, 101594, 085344,  124.7,  105.5,
0580200608, 101594, 085125,  149.5,  116.2,
0590200521, 112094, 074403,    5.3,   33.2,
0590200520, 112094, 074305,   14.8,   36.1,
0590200518, 112094, 074159,   25.2,   33.2,
0590200517, 112094, 074104,   34.2,   34.2,
0590200516, 112094, 074000,   43.2,   29.3,
0590200515, 112094, 073843,   58.7,   26.4,
0590200514, 112094, 073739,   74.0,   26.4,
0590200511, 112094, 073417,  102.3,   39.1,
0590200509, 112094, 073217,  125.2,   83.0,
0600200522, 020695, 075910,    4.9,  186.6,
0600200521, 020695, 075809,   14.9,  153.4,
0600200519, 020695, 075652,   23.2,  161.2,
0600200518, 020695, 075556,   34.1,  158.3,
0600200517, 020695, 075505,   43.8,  157.3,
0600200516, 020695, 075410,   59.8,   94.8,
0600200515, 020695, 075314,   74.9,   72.3,
0600200512, 020695, 075053,  104.3,   71.3,
0600200509, 020695, 074812,  123.8,  118.2,
0600200507, 020695, 074619,  149.8,   99.6,
0610200422, 030495, 080036,    5.5,  127.0,
0610200421, 030495, 075930,   15.0,  122.1,
0610200419, 030495, 075819,   25.5,  115.3,
0610200418, 030495, 075717,   34.0,  116.2,
0610200417, 030495, 075600,   44.7,   98.6,
0610200416, 030495, 075458,   57.9,  110.4,
0610200415, 030495, 075325,   78.0,  126.0,
0610200411, 030495, 074833,  111.9,  223.6,
0610200410, 030495, 074728,  123.6,  299.8,
0610200407, 030495, 074441,  149.2,  197.3,
0620201523, 040795, 131428,    4.8,  139.7,
0620201522, 040795, 131330,    9.7,  150.5,
0620201520, 040795, 131207,   24.6,  143.6,
0620201519, 040795, 131049,   44.2,  139.7,
0620201518, 040795, 131006,   50.0,  112.3,
0620201516, 040795, 130834,   74.3,  102.6,
0620201513, 040795, 130526,  105.1,  101.6,
0620201511, 040795, 130240,  124.3,   88.9,
0620201509, 040795, 130048,  149.5,  120.1,
0630200523, 050795, 090218,    5.0,   92.8,
0630200522, 050795, 090129,    9.7,   90.8,
0630200521, 050795, 090044,   15.0,  161.2,
0630200519, 050795, 085938,   24.7,   94.8,
0630200518, 050795, 085836,   34.3,   88.9,
0630200517, 050795, 085729,   45.0,   77.2,
0630200516, 050795, 085622,   59.5,   40.0,
0630200515, 050795, 085509,   75.6,   22.5,
0630200512, 050795, 085209,  104.8,   17.6,
0630200510, 050795, 085019,  124.3,   44.9,
0630200508, 050795, 084817,  149.8,   85.0,
0640200523, 073095, 082954,    5.0,   87.9,
0640200522, 073095, 082840,   14.7,   77.2,
0640200520, 073095, 082736,   24.4,  110.4,
0640200519, 073095, 082630,   35.0,   80.1,
0640200518, 073095, 082510,   45.1,   77.2,
0640200517, 073095, 082351,   60.1,   75.2,
0640200516, 073095, 082228,   74.9,   84.0,
0640200513, 073095, 081900,  104.7,  101.6,
0640200511, 073095, 081623,  124.5,   85.0,
0640200509, 073095, 081405,  149.5,  135.7,
0640200919, 073095, 211520,    3.7,   14.7,
0640200917, 073095, 211359,   19.2,    4.9,
0640200916, 073095, 211307,   24.2,    6.8,
0640200913, 073095, 210941,   74.1,    2.9,
0640200912, 073095, 210833,   88.9,   12.7,
0640200911, 073095, 210736,   99.6,   12.7,
0640200910, 073095, 210643,  109.7,   38.1,
0640200909, 073095, 210535,  124.5,   25.4,
0640200908, 073095, 210421,  149.7,   43.9,
0650200423, 082895, 073257,    4.7,   48.8,
0650200422, 082895, 073155,   14.3,   45.9,
0650200420, 082895, 073055,   25.0,   58.6,
0650200419, 082895, 073001,   44.3,   56.6,
0650200418, 082895, 072909,   60.3,   18.6,
0650200417, 082895, 072757,   74.4,   33.2,
0650200412, 082895, 072300,  105.2,   43.0,
0650200410, 082895, 072100,  124.8,  112.3,
0650200408, 082895, 071859,  149.6,  207.0,
0660200324, 092795, 010737,    4.4,   40.0,
0660200323, 092795, 010621,   27.4,   38.1,
0660200322, 092795, 010525,   42.5,   37.1,
0660200321, 092795, 010436,   49.0,   16.6,
0660200320, 092795, 010314,   70.2,   46.9,
0660200319, 092795, 010130,   87.6,   46.9,
0660200318, 092795, 010003,  110.5,  169.9,
0660200424, 092795, 041116,    4.8,   52.7,
0660200423, 092795, 040958,   14.7,   44.9,
0660200422, 092795, 040904,   24.5,   44.0,
0660200421, 092795, 040807,   44.3,   41.0,
0660200420, 092795, 040706,   73.9,   26.4,
0660200419, 092795, 040601,   99.5,   47.8,
0660200418, 092795, 040455,  124.8,   73.2,
0660200522, 092795, 070151,    5.0,   50.8,
0660200521, 092795, 070049,   14.1,   72.3,
0660200519, 092795, 065939,   24.8,   71.3,
0660200518, 092795, 065849,   35.0,   45.9,
0660200517, 092795, 065800,   45.5,   40.0,
0660200516, 092795, 065649,   60.4,   39.1,
0660200515, 092795, 065545,   74.5,   27.3,
0660200512, 092795, 065311,  104.1,   52.7,
0660200510, 092795, 065114,  124.0,  104.5,
0660200614, 092795, 100025,    5.2,   64.5,
0660200613, 092795, 095924,   14.9,   60.6,
0660200612, 092795, 095832,   24.5,   52.7,
0660200611, 092795, 095718,   44.9,   35.2,
0660200610, 092795, 095549,   74.7,   43.0,
0660200609, 092795, 095432,  100.2,   92.8,
0660200608, 092795, 095251,  125.6,  231.5,
0660200716, 092795, 133012,    2.5,   60.6,
0660200715, 092795, 132913,    9.9,   52.7,
0660200713, 092795, 132733,   19.7,   52.7,
0660200712, 092795, 132629,   29.7,   45.9,
0660200711, 092795, 132527,   38.8,   41.0,
0660200710, 092795, 132425,   48.8,   38.1,
0660200709, 092795, 132324,   59.7,   51.8,
0660200708, 092795, 132218,   69.5,   63.5,
0660200707, 092795, 132113,   80.1,   61.5,
0660200706, 092795, 132006,   89.4,   64.4,
0660200705, 092795, 131822,  123.8,  220.7,
0660200704, 092795, 131701,  149.8,  231.5,
0660200824, 092795, 162928,    4.3,   71.3,
0660200822, 092795, 162738,   13.8,   68.4,
0660200820, 092795, 162558,   24.3,   72.3,
0660200816, 092795, 162241,   44.8,   67.4,
0660200812, 092795, 161848,   75.8,   49.8,
0660200809, 092795, 161541,  105.0,   94.7,
0660200807, 092795, 161354,  125.6,  109.4,
0660200923, 092795, 190700,    4.4,   76.2,
0660200921, 092795, 190453,   25.2,   74.2,
0660200920, 092795, 190335,   44.3,   62.5,
0660200919, 092795, 190202,   75.2,   48.8,
0660200915, 092795, 185846,   99.2,   73.2,
0660200912, 092795, 185527,  124.4,   83.0,
0660200908, 092795, 185201,  149.2,  172.9,
0660201020, 092795, 215206,    4.2,   66.4,
0660201018, 092795, 215045,   24.8,   50.8,
0660201017, 092795, 214934,   45.2,   45.9,
0660201016, 092795, 214817,   74.0,   47.8,
0660201014, 092795, 214644,  100.0,   63.5,
0660201013, 092795, 214525,  124.6,  132.8,
0660201011, 092795, 214356,  149.4,  221.7,
0660201124, 092895, 011258,    4.2,   57.6,
0660201122, 092895, 011118,   14.6,   59.6,
0660201120, 092895, 010920,   24.7,   61.5,
0660201116, 092895, 010541,   44.3,   43.9,
0660201112, 092895, 010134,   75.0,   73.2,
0660201109, 092895, 005815,  104.5,  161.1,
0660201107, 092895, 005602,  124.1,  204.1,
0660201218, 092895, 040350,    5.2,   66.4,
0660201216, 092895, 040058,   24.3,   50.8,
0660201215, 092895, 035944,   43.3,   44.0,
0660201214, 092895, 035820,   73.8,   46.9,
0660201213, 092895, 035653,   98.8,   64.5,
0660201212, 092895, 035530,  125.4,  149.4,
0660201418, 092895, 100216,    4.9,   54.7,
0660201416, 092895, 100010,   24.8,   44.0,
0660201414, 092895, 095806,   44.2,   48.8,
0660201411, 092895, 095526,   74.6,   49.8,
0660201409, 092895, 095332,   99.3,   70.3,
0660201407, 092895, 095125,  124.9,  193.4,
0660201406, 092895, 095009,  149.7,  206.1,
0670200316, 102695, 205029,    5.1,   47.9,
0670200315, 102695, 204918,   25.0,   89.8,
0670200314, 102695, 204814,   44.7,   51.8,
0670200313, 102695, 204657,   75.3,   60.5,
