Hawaii Ocean Time-series : 05-Sep-2023 03:23:28
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, sil, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0110201611, 101989, 214344,   96.5,   1.62,
0110201610, 101989, 214309,  106.4,   1.55,
0110201609, 101989, 214234,  116.8,   1.15,
0110201608, 101989, 214149,  129.7,   2.75,
0120200322, 112889, 104548,   30.6,   0.68,
0120200321, 112889, 104436,   56.4,   0.14,
0120200320, 112889, 104319,   80.0,   0.50,
0120200319, 112889, 104210,   99.3,   0.32,
0120200318, 112889, 104055,  121.6,   0.50,
0120200317, 112889, 103938,  147.2,   0.86,
0120200613, 112889, 203245,    5.8,   1.04,
0120200612, 112889, 203153,   25.3,   1.23,
0120200611, 112889, 203109,   45.6,   2.14,
0120200610, 112889, 203027,   61.6,   0.68,
0120200609, 112889, 202949,   76.5,   1.23,
0120200608, 112889, 202912,   86.6,   1.23,
0120200607, 112889, 202834,   96.3,   1.32,
0120200606, 112889, 202758,  106.7,   1.04,
0120200605, 112889, 202715,  119.6,   1.95,
0120200604, 112889, 202629,  130.6,   1.23,
0130200222, 010490, 205157,   25.6,   0.85,
0130200221, 010490, 205033,   51.3,   1.05,
0130200220, 010490, 204859,   77.2,   0.85,
0130200219, 010490, 204717,   77.2,   0.85,
0130200218, 010490, 204549,  105.1,   1.05,
0130200217, 010490, 204357,  131.6,   1.05,
0130200411, 010590, 050532,   45.8,   2.05,
0130200410, 010590, 050424,   60.0,   1.46,
0130200409, 010590, 050321,   75.5,   0.85,
0130200408, 010590, 050156,   85.6,   0.85,
0130200407, 010590, 050059,   95.1,   0.85,
0130200406, 010590, 045956,  105.9,   0.85,
0130200405, 010590, 045822,  117.3,   1.05,
0130200404, 010590, 045652,  126.9,   2.45,
0130200403, 010590, 045410,  136.8,   1.86,
0130200521, 010590, 084421,   12.3,   2.05,
0130200519, 010590, 084005,   26.7,   1.25,
0140201121, 021690, 144751,   49.7,   0.35,
0140201120, 021690, 144639,   77.6,   0.35,
0140201119, 021690, 144519,  102.0,   0.55,
0140201118, 021690, 144344,  133.5,   0.95,
0140201223, 021690, 174137,    4.2,   0.75,
0140201222, 021690, 174024,   14.0,   0.75,
0140201221, 021690, 173923,   24.9,   0.75,
0140201220, 021690, 173834,   34.9,   1.15,
0140201219, 021690, 173743,   45.9,   0.95,
0140201218, 021690, 173651,   60.8,   0.95,
0140201217, 021690, 173556,   75.6,   0.95,
0140201216, 021690, 173508,   85.3,   0.95,
0140201215, 021690, 173419,   96.4,   0.95,
0140201214, 021690, 173327,  105.9,   0.95,
0140201213, 021690, 173238,  115.6,   0.75,
0140201212, 021690, 173151,  125.4,   1.15,
0140201211, 021690, 173058,  135.7,   1.15,
0150200423, 031990, 004347,    1.7,   1.08,
0150200422, 031990, 004234,   24.6,   1.08,
0150200421, 031990, 004056,   49.4,   1.08,
0150200420, 031990, 003933,   75.5,   1.08,
0150200419, 031990, 003803,  108.0,   1.29,
0150200623, 031990, 082925,  116.7,   1.08,
0150200622, 031990, 082816,  126.9,   1.29,
0150200621, 031990, 082706,  137.2,   1.08,
0150200713, 031990, 114727,    5.6,   1.50,
0150200712, 031990, 114631,   15.7,   1.71,
0150200711, 031990, 114529,   25.5,   1.08,
0150200710, 031990, 114432,   35.1,   1.29,
0150200709, 031990, 114336,   45.3,   0.88,
0150200708, 031990, 114227,   60.6,   0.88,
0150200707, 031990, 114116,   75.1,   0.88,
0150200706, 031990, 114005,   87.1,   0.88,
0150200705, 031990, 113852,   99.0,   0.88,
0150200704, 031990, 113734,  110.0,   1.71,
0160200224, 041290, 181121,    1.2,   1.50,
0160200223, 041290, 180925,   11.8,   1.08,
0160200222, 041290, 180652,   34.2,   1.08,
0160200221, 041290, 180414,   56.8,   0.88,
0160200623, 041390, 061646,   81.5,   0.67,
0160200622, 041390, 061446,  117.3,   0.46,
0160200621, 041390, 061327,  128.7,   0.46,
0160200620, 041390, 061157,  137.0,   0.46,
0160200714, 041390, 091344,    6.3,   0.46,
0160200713, 041390, 091248,   16.6,   2.12,
0160200712, 041390, 091158,   25.7,   0.25,
0160200710, 041390, 091046,   36.9,   0.46,
0160200709, 041390, 091000,   45.9,   0.46,
0160200708, 041390, 090901,   61.8,   0.67,
0160200707, 041390, 090806,   61.8,   0.46,
0160200706, 041390, 090709,   78.0,   0.46,
0160200705, 041390, 090614,   98.5,   0.78,
0160200704, 041390, 090513,  108.8,   1.08,
0170200315, 050890, 224057,   33.1,   0.81,
0170200314, 050890, 223859,   72.3,   1.00,
0170200313, 050890, 223653,  149.5,   1.95,
0170200523, 050990, 050946,    6.2,   1.00,
0170200520, 050990, 050727,   26.9,   1.00,
0170200518, 050990, 050615,   36.8,   0.81,
0170200517, 050990, 050442,   46.4,   0.81,
0170200516, 050990, 050338,   62.7,   0.81,
0170200515, 050990, 050235,   77.4,   0.62,
0170200514, 050990, 050140,   87.4,   0.62,
0170200513, 050990, 050027,   97.9,   0.52,
0170200512, 050990, 045923,  106.8,   0.62,
0170200511, 050990, 045819,  118.0,   0.42,
0170200510, 050990, 045652,  129.9,   0.81,
0170200509, 050990, 045459,  137.0,   1.00,
0180200223, 061290, 220822,   13.0,   0.80,
0180200222, 061290, 220718,   28.2,   0.61,
0180200221, 061290, 220609,   53.3,   1.36,
0180200220, 061290, 220452,   78.3,   0.61,
0180200219, 061290, 220324,  115.8,   0.80,
0180200522, 061390, 071330,    5.2,   1.36,
0180200520, 061390, 071021,   26.2,   0.80,
0180200518, 061390, 070904,   35.1,   0.80,
0180200517, 061390, 070813,   45.6,   0.80,
0180200516, 061390, 070703,   60.7,   0.80,
0180200515, 061390, 070606,   76.0,   0.99,
0180200513, 061390, 070415,   96.7,   0.99,
0180200512, 061390, 070321,  106.9,   0.99,
0180200511, 061390, 070223,  117.2,   0.99,
0180200510, 061390, 070127,  127.1,   1.74,
0180200509, 061390, 070024,  137.2,   1.17,
0190200222, 072590, 001639,    6.7,   0.91,
0190200221, 072590, 001538,   12.6,   0.72,
0190200220, 072590, 001402,   27.5,   0.72,
0190200219, 072590, 001252,   34.3,   0.72,
0190200218, 072590, 001113,   62.2,   0.72,
0190200217, 072590, 000853,  117.7,   0.91,
0190200620, 072590, 095515,    4.7,   0.91,
0190200618, 072590, 095128,   26.5,   0.91,
0190200617, 072590, 094952,   36.8,   0.91,
0190200616, 072590, 094838,   46.3,   1.10,
0190200615, 072590, 094647,   61.7,   0.91,
0190200614, 072590, 094530,   77.4,   0.91,
0190200613, 072590, 094410,   87.2,   1.10,
0190200612, 072590, 094244,   97.1,   1.29,
0190200611, 072590, 094129,  108.1,   1.29,
0190200610, 072590, 094009,  117.5,   1.67,
0190200608, 072590, 093610,  137.5,   1.86,
0220200221, 121790, 202627,   10.1,   0.77,
0220200220, 121790, 202531,   24.7,   1.16,
0220200219, 121790, 202356,   70.6,   0.77,
0220200218, 121790, 202256,   84.8,   1.16,
0220200217, 121790, 202153,   97.6,   1.16,
0220200216, 121790, 202059,  103.7,   1.36,
0220200422, 121890, 044140,  118.8,   1.65,
0220200421, 121890, 044047,  129.9,   1.93,
0220200420, 121890, 043950,  139.3,   1.93,
0220200523, 121890, 075016,    7.0,   1.16,
0220200521, 121890, 074904,   14.9,   1.16,
0220200520, 121890, 074741,   27.0,   1.16,
0220200518, 121890, 074554,   45.8,   1.16,
0220200517, 121890, 074452,   45.8,   1.16,
0220200516, 121890, 074348,   61.9,   1.26,
0220200515, 121890, 074258,   76.5,   1.36,
0220200514, 121890, 074208,   86.0,   1.36,
0220200513, 121890, 074113,   96.2,   1.36,
0220200512, 121890, 074032,  106.2,   1.55,
0220200510, 121890, 073855,  116.6,   1.93,
0220200508, 121890, 073700,  128.0,   2.62,
0220201123, 121990, 131939,    9.4,   1.36,
0220201122, 121990, 131815,   24.2,   1.74,
0220201121, 121990, 131339,  124.2,   1.16,
0230200123, 020391, 001713,   15.0,   0.57,
0230200122, 020391, 001220,  119.4,   1.52,
0230200223, 020391, 050607,   12.6,   0.95,
0230200222, 020391, 050415,   53.4,   0.76,
0230200221, 020391, 050233,   85.4,   0.76,
0230200220, 020391, 045954,  110.1,   0.57,
0230200219, 020391, 045753,  138.4,   1.33,
0230200323, 020391, 081547,    6.0,   0.76,
0230200320, 020391, 081311,   26.1,   0.76,
0230200318, 020391, 081152,   36.0,   0.76,
0230200317, 020391, 081055,   49.6,   0.76,
0230200316, 020391, 080922,   62.1,   0.95,
0230200315, 020391, 080754,   75.6,   0.76,
0230200314, 020391, 080650,   88.4,   0.57,
0230200313, 020391, 080536,   99.1,   0.76,
0230200312, 020391, 080427,  107.3,   0.57,
0230200311, 020391, 080314,  118.2,   0.76,
0230200310, 020391, 080211,  128.5,   0.57,
0230200309, 020391, 080056,  139.0,   1.52,
0240200123, 030691, 203200,    5.4,   1.50,
0240200120, 030691, 202900,   19.1,   1.50,
0240200118, 030691, 202700,   36.8,   1.69,
0240200117, 030691, 202600,   39.7,   1.50,
0240200116, 030691, 202100,   63.7,   1.50,
0240200115, 030691, 201900,   78.9,   1.50,
0240200114, 030691, 201800,   86.2,   1.32,
0240200113, 030691, 201700,   94.7,   1.50,
0240200112, 030691, 201600,  105.3,   1.32,
0240200110, 030691, 201300,  126.5,   1.32,
0240200109, 030691, 201100,  139.2,   1.22,
0240200723, 030891, 224749,    4.5,   1.32,
0240200722, 030891, 224618,   31.1,   1.69,
0240200721, 030891, 224450,   49.6,   1.12,
0240200720, 030891, 224313,   72.9,   1.32,
0240200719, 030891, 224152,  101.7,   1.32,
0240200717, 030891, 223903,  124.6,   1.32,
0240200716, 030891, 223721,  139.5,   2.07,
0240200714, 030891, 223433,  147.6,   2.44,
0250200223, 040991, 221520,   43.9,   1.12,
0250200222, 040991, 221351,   92.1,   1.31,
0250200221, 040991, 221249,  108.3,   1.50,
0250200518, 041091, 074802,   27.2,   1.31,
0250200517, 041091, 074701,   37.9,   1.31,
0250200516, 041091, 074557,   48.7,   1.31,
0250200515, 041091, 074428,   65.1,   1.31,
0250200514, 041091, 074317,   77.5,   1.69,
0250200513, 041091, 074223,   88.9,   1.69,
0250200512, 041091, 074123,   98.6,   1.21,
0250200511, 041091, 074027,  108.2,   1.50,
0250200510, 041091, 073931,  119.6,   1.50,
0250200509, 041091, 073841,  130.3,   1.69,
0260200222, 050891, 014134,   37.5,   1.10,
0260200221, 050891, 014030,   49.2,   1.10,
0260200220, 050891, 013846,   61.3,   1.10,
0260200219, 050891, 013702,   99.9,   1.47,
0260200218, 050891, 013513,  148.0,   1.57,
0260200420, 050891, 113631,   18.3,   1.47,
0260200418, 050891, 113524,   26.4,   1.29,
0260200417, 050891, 113413,   36.7,   1.29,
0260200416, 050891, 113254,   46.0,   1.29,
0260200415, 050891, 113151,   64.3,   1.29,
0260200414, 050891, 113100,   78.0,   1.47,
0260200413, 050891, 113007,   86.9,   1.47,
0260200412, 050891, 112835,   98.0,   1.67,
0260200411, 050891, 112740,  104.6,   1.67,
0260200410, 050891, 112641,  114.8,   1.67,
0260200409, 050891, 112543,  126.3,   1.85,
0260200408, 050891, 112431,  140.5,   1.85,
0270200124, 060491, 154204,  103.1,   1.46,
0270200223, 060491, 194722,    6.2,   1.28,
0270200222, 060491, 194543,   25.6,   1.28,
0270200221, 060491, 194357,   65.5,   1.31,
0270200220, 060491, 194256,   97.8,   1.28,
0270200219, 060491, 194047,  104.4,   1.28,
0270200623, 060591, 070845,    6.5,   0.92,
0270200620, 060591, 070701,   16.2,   0.92,
0270200619, 060591, 070603,   27.8,   0.92,
0270200618, 060591, 070512,   37.9,   1.09,
0270200617, 060591, 070421,   47.7,   1.09,
0270200616, 060591, 070315,   63.6,   1.28,
0270200615, 060591, 070211,   78.2,   1.28,
0270200614, 060591, 070106,   90.2,   1.28,
0270200613, 060591, 070010,   99.2,   1.39,
0270200612, 060591, 065911,  109.6,   1.46,
0270200611, 060591, 065819,  120.2,   1.46,
0270200610, 060591, 065723,  130.2,   1.64,
0270200609, 060591, 065633,  139.0,   1.64,
0280200223, 070991, 213538,   13.2,   1.43,
0280200222, 070991, 213356,   53.5,   1.25,
0280200221, 070991, 213235,   66.4,   1.25,
0280200220, 070991, 213044,  110.1,   1.06,
0280200219, 070991, 212901,  143.4,   1.60,
0280200521, 071091, 070401,    3.3,   1.60,
0280200520, 071091, 070313,   13.3,   1.43,
0280200518, 071091, 070208,   23.3,   1.43,
0280200517, 071091, 070122,   34.0,   1.43,
0280200516, 071091, 070037,   43.2,   1.25,
0280200515, 071091, 065939,   58.9,   1.25,
0280200514, 071091, 065843,   73.9,   1.25,
0280200513, 071091, 065751,   84.7,   1.06,
0280200512, 071091, 065656,   94.5,   1.43,
0280200511, 071091, 065603,  104.4,   1.43,
0280200510, 071091, 065511,  115.1,   1.43,
0280200509, 071091, 065405,  127.4,   1.43,
0280200508, 071091, 065257,  135.8,   1.60,
0290200223, 080991, 210751,   10.2,   0.55,
0290200222, 080991, 210657,   22.6,   1.09,
0290200221, 080991, 210550,   46.5,   0.91,
0290200220, 080991, 210443,   71.8,   1.27,
0290200219, 080991, 210217,  142.2,   1.27,
0290200623, 081091, 100542,    7.9,   1.46,
0290200620, 081091, 100225,   26.9,   1.46,
0290200618, 081091, 100104,   34.8,   1.46,
0290200617, 081091, 100003,   42.2,   1.27,
0290200616, 081091, 095848,   59.1,   1.46,
0290200615, 081091, 095735,   75.7,   1.46,
0290200614, 081091, 095639,   87.6,   1.46,
0290200613, 081091, 095545,   98.2,   1.36,
0290200612, 081091, 095417,  107.6,   1.46,
0290200611, 081091, 095321,  117.7,   1.46,
0290200610, 081091, 095219,  129.6,   1.45,
0290200609, 081091, 095121,  139.3,   1.45,
0300200124, 091791, 154055,   54.2,   0.86,
0300200223, 091791, 200648,   12.7,   1.29,
0300200222, 091791, 200549,   17.4,   1.50,
0300200221, 091791, 200444,   32.3,   1.29,
0300200220, 091791, 200321,   58.4,   1.29,
0300200219, 091791, 200209,   76.8,   1.29,
0300200218, 091791, 200057,   85.7,   1.07,
0300200217, 091791, 195830,  144.6,   1.50,
0300200514, 091891, 055457,  111.4,   1.07,
0300200513, 091891, 055406,  121.8,   1.07,
0300200512, 091891, 055306,  131.5,   0.86,
0300200511, 091891, 055209,  141.7,   0.86,
0300200615, 091891, 082714,   11.3,   1.29,
0300200612, 091891, 082414,   31.1,   1.29,
0300200611, 091891, 082254,   41.1,   2.36,
0300200610, 091891, 082113,   50.8,   2.15,
0300200608, 091891, 081922,   67.7,   1.50,
0300200607, 091891, 081804,   83.3,   1.29,
0300200606, 091891, 081650,   95.6,   1.29,
0300200605, 091891, 081542,  105.4,   1.18,
0310200123, 102091, 224442,    6.0,   1.09,
0310200223, 102191, 022823,   10.0,   1.52,
0310200222, 102191, 022625,   46.1,   1.52,
0310200221, 102191, 022445,   71.7,   1.52,
0310200220, 102191, 022247,   92.2,   1.31,
0310200219, 102191, 022105,  112.3,   1.75,
0310200218, 102191, 021943,  129.1,   1.64,
0310200416, 102191, 075430,  103.9,   1.52,
0310200415, 102191, 075327,  114.6,   1.75,
0310200413, 102191, 075154,  124.7,   1.75,
0310200412, 102191, 075100,  135.1,   1.75,
0310200518, 102191, 104230,    6.7,   1.31,
0310200516, 102191, 104112,   16.8,   1.52,
0310200515, 102191, 104021,   27.0,   1.52,
0310200513, 102191, 103902,   35.9,   1.52,
0310200512, 102191, 103810,   46.5,   1.52,
0310200511, 102191, 103710,   61.3,   1.52,
0310200510, 102191, 103606,   76.8,   1.52,
0310200509, 102191, 103514,   87.1,   1.31,
0310200508, 102191, 103421,   97.4,   1.52,
0320200123, 120591, 182741,    7.4,   1.49,
0320200122, 120591, 182534,   50.3,   1.48,
0320200223, 120591, 223636,    8.0,   1.30,
0320200222, 120591, 223534,   31.7,   1.19,
0320200221, 120591, 223422,   53.8,   1.90,
0320200220, 120591, 223325,   67.8,   1.20,
0320200219, 120591, 223227,   86.0,   1.13,
0320200218, 120591, 223134,   97.4,   1.57,
0320200217, 120591, 223039,  108.9,   1.26,
0320200216, 120591, 222926,  130.3,   1.57,
0320200215, 120591, 222823,  145.4,   1.96,
0320200512, 120691, 064650,   99.2,   1.33,
0320200511, 120691, 064602,  105.3,   1.49,
0320200510, 120691, 064511,  115.8,   1.60,
0320200509, 120691, 064411,  126.5,   1.96,
0320200508, 120691, 064320,  137.6,   2.02,
0320200612, 120691, 090247,    6.6,   1.24,
0320200611, 120691, 090142,   14.2,   1.21,
0320200609, 120691, 090013,   24.3,   1.16,
0320200608, 120691, 085852,   35.7,   1.22,
0320200607, 120691, 085751,   45.7,   1.41,
0320200606, 120691, 085700,   61.1,   1.00,
0320200605, 120691, 085605,   75.4,   1.09,
0320200604, 120691, 085503,   88.6,   1.80,
0330200223, -00009, -00009,   15.3,   1.51,
0330200222, -00009, -00009,   21.5,   1.51,
0330200221, -00009, -00009,   26.0,   1.51,
0330200220, -00009, -00009,   48.3,   1.30,
0330200219, -00009, -00009,   72.9,   1.30,
0330200218, -00009, -00009,  101.0,   1.73,
0330200217, -00009, -00009,  117.1,   2.17,
0330200216, -00009, -00009,  149.0,   3.46,
0330200412, -00009, -00009,  107.2,   1.30,
0330200411, -00009, -00009,  115.5,   1.94,
0330200410, -00009, -00009,  126.7,   1.94,
0330200409, -00009, -00009,  135.9,   1.94,
0330200513, -00009, -00009,    5.8,   1.73,
0330200510, -00009, -00009,   26.3,   1.73,
0330200509, -00009, -00009,   36.4,   1.94,
0330200508, -00009, -00009,   46.7,   1.73,
0330200507, -00009, -00009,   62.0,   2.17,
0330200506, -00009, -00009,   77.4,   1.73,
0330200505, -00009, -00009,   87.9,   1.51,
0330200504, -00009, -00009,   96.7,   1.41,
0340200223, -00009, -00009,    8.6,   2.08,
0340200423, 021492, 103657,   14.3,   1.94,
0340200422, 021492, 103516,   54.6,   1.79,
0340200421, 021492, 103347,   82.2,   1.88,
0340200419, 021492, 103012,  131.9,   2.12,
0340201108, 021592, 093935,  138.0,   1.72,
0340201217, 021592, 130334,    5.6,   1.90,
0340201214, 021592, 130057,   29.9,   1.87,
0340201213, 021592, 125951,   37.6,   1.80,
0340201211, 021592, 125659,   63.9,   1.94,
0340201210, 021592, 125447,   77.3,   1.67,
0340201209, 021592, 125253,   85.0,   1.61,
0340201207, 021592, 125045,   92.5,   1.46,
0350200212, -00009, -00009,  118.2,   1.63,
0350200211, -00009, -00009,  121.2,   1.69,
0350200210, -00009, -00009,  126.7,   1.79,
0350200208, -00009, -00009,  136.8,   1.94,
0350200311, -00009, -00009,    7.2,   0.86,
0350200309, -00009, -00009,   26.4,   1.51,
0350200308, -00009, -00009,   37.2,   1.27,
0350200307, -00009, -00009,   47.3,   1.38,
0350200306, -00009, -00009,   61.3,   1.50,
0350200305, -00009, -00009,   78.2,   1.57,
0350200304, -00009, -00009,   87.9,   1.63,
0350200303, -00009, -00009,   99.1,   1.68,
0350200623, -00009, -00009,   14.3,   1.39,
0350200718, -00009, -00009,   11.5,   0.89,
0350200717, -00009, -00009,   62.2,   1.41,
0360200123, 041692, 210951,   19.0,   0.98,
0360200122, 041692, 210635,   83.7,   1.01,
0360200223, -00009, -00009,    7.9,   1.51,
0360200222, -00009, -00009,   15.1,   1.55,
0360200221, -00009, -00009,   19.9,   1.55,
0360200220, -00009, -00009,   24.7,   1.67,
0360200219, -00009, -00009,   36.9,   1.47,
0360200218, -00009, -00009,   44.9,   1.38,
0360200217, -00009, -00009,   55.2,   1.45,
0360200216, -00009, -00009,   64.9,   1.55,
0360200215, -00009, -00009,   80.3,   1.46,
0360200214, -00009, -00009,   92.2,   1.55,
0360200213, -00009, -00009,  124.9,   2.11,
0360200521, -00009, -00009,    8.2,   1.32,
0360200520, -00009, -00009,   18.3,   1.30,
0360200518, -00009, -00009,   29.5,   2.26,
0360200517, -00009, -00009,   38.4,   1.53,
0360200516, -00009, -00009,   48.7,   1.33,
0360200514, -00009, -00009,   78.5,   1.63,
0360200513, -00009, -00009,   88.8,   1.81,
0360200512, -00009, -00009,   99.2,   1.19,
0360200511, -00009, -00009,  109.3,   1.32,
0360200510, -00009, -00009,  119.6,   1.73,
0360200509, -00009, -00009,  128.3,   1.59,
0360200508, -00009, -00009,  138.2,   1.87,
0370200123, 060892, 210453,   19.4,   1.06,
0370200122, 060892, 210123,  113.9,   1.33,
0370200223, 060992, 005256,   10.1,   0.95,
0370200222, 060992, 005111,   30.0,   0.83,
0370200221, 060992, 004937,   48.1,   0.83,
0370200220, 060992, 004751,   80.2,   1.60,
0370200219, 060992, 004640,   87.2,   0.90,
0370200218, 060992, 004448,  119.2,   0.99,
0370200217, 060992, 004329,  126.4,   1.07,
0370200423, 060992, 071802,    4.6,   0.92,
0370200420, 060992, 071444,   24.7,   0.98,
0370200418, 060992, 071302,   34.6,   0.86,
0370200417, 060992, 071144,   44.8,   1.02,
0370200416, 060992, 071021,   59.6,   0.99,
0370200415, 060992, 070851,   74.9,   1.02,
0370200414, 060992, 070726,   84.9,   1.20,
0370200413, 060992, 070602,   94.9,   1.26,
0370200412, 060992, 070437,  103.9,   1.30,
0370200411, 060992, 070317,  113.4,   1.41,
0370200410, 060992, 070139,  124.5,   1.47,
0370200409, 060992, 070016,  135.9,   1.57,
0370200408, 060992, 065839,  148.3,   2.14,
0380200123, 070492, 162727,   11.5,   1.49,
0380200122, 070492, 162315,   87.4,   1.55,
0380200221, 070492, 203147,   51.7,   1.05,
0380200220, 070492, 203015,   61.5,   1.67,
0380200621, 070592, 083656,    8.7,   1.19,
0380200618, 070592, 083455,   28.4,   1.02,
0380200617, 070592, 083414,   38.4,   1.06,
0380200616, 070592, 083332,   48.5,   1.89,
0380200615, 070592, 083238,   63.5,   1.15,
0380200614, 070592, 083151,   78.1,   1.50,
0380200613, 070592, 083104,   87.2,   1.30,
0380200612, 070592, 083018,   97.5,   1.54,
0380200611, 070592, 082902,  108.5,   1.52,
0380200610, 070592, 082805,  118.1,   1.70,
0380200609, 070592, 082709,  129.3,   1.69,
0380200608, 070592, 082613,  139.0,   1.78,
0390200923, -00009, -00009,    9.7,   0.93,
0390200922, 080592, 213621,   84.8,   1.17,
0390201023, -00009, -00009,    9.2,   0.97,
0390201022, 080692, 025536,   44.1,   1.61,
0390201021, 080692, 025413,   66.2,   1.08,
0390201020, 080692, 025242,  103.2,   1.89,
0390201019, 080692, 024850,  107.0,   1.26,
0390201220, 080692, 090836,  109.0,   1.26,
0390201219, 080692, 090756,  118.5,   1.16,
0390201218, 080692, 090714,  128.8,   1.62,
0390201217, 080692, 090637,  138.1,   1.39,
0390201316, 080692, 112648,    9.9,   0.91,
0390201312, 080692, 112443,   31.1,   0.87,
0390201311, 080692, 112430,   31.0,   1.12,
0390201310, 080692, 112346,   40.3,   0.81,
0390201309, 080692, 112307,   49.3,   1.06,
0390201308, 080692, 112220,   64.8,   2.14,
0390201307, 080692, 112117,   80.1,   2.65,
0390201306, 080692, 112029,   92.1,   1.42,
0400200218, -00009, -00009,    7.1,   0.31,
0400200217, -00009, -00009,   76.8,   0.41,
0400200216, -00009, -00009,   92.7,   0.58,
0400200215, -00009, -00009,  138.2,   0.65,
0400200621, -00009, -00009,   15.6,   0.99,
0400200620, -00009, -00009,   25.4,   0.87,
0400200618, -00009, -00009,   35.4,   0.83,
0400200617, -00009, -00009,   45.4,   1.06,
0400200615, -00009, -00009,   74.7,   1.36,
0400200614, -00009, -00009,   82.8,   1.53,
0400200613, -00009, -00009,   94.0,   1.58,
0400200612, -00009, -00009,   94.0,   1.60,
0400200611, -00009, -00009,  105.5,   1.60,
0400200610, -00009, -00009,  115.0,   1.63,
0400200609, -00009, -00009,  124.8,   1.57,
0400200608, -00009, -00009,  134.2,   1.62,
0400200607, -00009, -00009,  134.2,   1.65,
0410200124, -00009, -00009,    5.3,   0.82,
0410200123, -00009, -00009,   80.2,   0.93,
0410200224, -00009, -00009,    1.7,   0.71,
0410200223, -00009, -00009,    3.4,   0.55,
0410200222, -00009, -00009,   92.4,   0.79,
0410200221, -00009, -00009,  105.4,   0.99,
0410200220, -00009, -00009,  132.5,   1.24,
0410200621, -00009, -00009,    8.5,   1.04,
0410200620, -00009, -00009,   15.4,   0.99,
0410200618, -00009, -00009,   24.7,   1.04,
0410200617, -00009, -00009,   34.6,   1.00,
0410200616, -00009, -00009,   44.7,   0.90,
0410200615, -00009, -00009,   59.7,   1.32,
0410200614, -00009, -00009,   74.7,   1.44,
0410200613, -00009, -00009,   84.8,   1.46,
0410200612, -00009, -00009,   95.8,   1.50,
0410200611, -00009, -00009,  105.2,   1.56,
0410200610, -00009, -00009,  115.0,   1.68,
0410200609, -00009, -00009,  125.0,   1.84,
0410200608, -00009, -00009,  132.6,   1.75,
0410200607, -00009, -00009,  148.4,   2.02,
0420200112, -00009, -00009,  115.0,   1.01,
0420200111, -00009, -00009,  125.0,   1.05,
0420200109, -00009, -00009,  150.0,   1.12,
0420200212, -00009, -00009,    5.0,   1.09,
0420200211, -00009, -00009,   15.0,   1.06,
0420200210, -00009, -00009,   25.0,   1.07,
0420200209, -00009, -00009,   35.0,   1.06,
0420200208, -00009, -00009,   45.0,   1.04,
0420200207, -00009, -00009,   60.0,   1.04,
0420200206, -00009, -00009,   75.0,   1.14,
0420200205, -00009, -00009,   85.0,   1.00,
0420200204, -00009, -00009,   95.0,   0.97,
0420200203, -00009, -00009,  105.0,   1.02,
0420200202, -00009, -00009,  115.0,   1.06,
0420200201, -00009, -00009,  135.0,   1.09,
0430200612, -00009, -00009,    5.0,   1.22,
0430200611, -00009, -00009,   15.0,   1.14,
0430200610, -00009, -00009,   25.0,   1.10,
0430200609, -00009, -00009,   35.0,   1.01,
0430200608, -00009, -00009,   45.0,   0.95,
0430200607, -00009, -00009,   60.0,   0.90,
0430200606, -00009, -00009,   75.0,   0.87,
0430200605, -00009, -00009,   85.0,   0.91,
0430200604, -00009, -00009,   95.0,   1.06,
0430200603, -00009, -00009,  105.0,   1.22,
0430200602, -00009, -00009,  115.0,   1.31,
0430200601, -00009, -00009,  135.0,   1.48,
0430200712, -00009, -00009,  115.0,   1.24,
0430200711, -00009, -00009,  125.0,   1.26,
0430200710, -00009, -00009,  135.0,   1.27,
0430200709, -00009, -00009,  150.0,   1.34,
0440200212, 012093, 012624,    8.9,   1.03,
0440200211, 012093, 012521,   34.5,   1.03,
0440200210, 012093, 012413,   53.9,   1.03,
0440200209, 012093, 012228,  101.7,   1.04,
0440200208, 012093, 012138,  105.5,   1.51,
0440200207, 012093, 012005,  146.7,   1.80,
0440200412, 012093, 065339,  135.1,   1.22,
0440200411, 012093, 064858,  149.7,   1.39,
0440200512, 012093, 100604,    9.1,   1.33,
0440200511, 012093, 100428,   24.7,   1.31,
0440200510, 012093, 100321,   35.6,   1.25,
0440200509, 012093, 100211,   45.3,   1.23,
0440200507, 012093, 095907,   75.5,   1.21,
0440200506, 012093, 095814,   86.1,   1.21,
0440200505, 012093, 095707,   95.3,   1.18,
0440200504, 012093, 095551,  104.0,   1.27,
0440200502, 012093, 095354,  130.4,   1.21,
0450200123, 021693, 161120,   10.7,   1.88,
0450200122, 021693, 160720,   81.2,   2.57,
0450200224, 021693, 193718,    7.7,   1.28,
0450200223, 021693, 193555,   15.7,   1.24,
0450200222, 021693, 193424,   25.8,   1.24,
0450200221, 021693, 193206,   50.7,   1.21,
0450200220, 021693, 192944,   95.4,   1.51,
0450200219, 021693, 192747,  100.4,   1.55,
0450200218, 021693, 192619,  110.5,   1.83,
0450200217, 021693, 192346,  144.5,   2.22,
0450200621, 021793, 071005,    5.1,   1.49,
0450200618, 021793, 070703,   24.3,   1.21,
0450200617, 021793, 070557,   35.5,   1.23,
0450200616, 021793, 070450,   45.4,   1.19,
0450200615, 021793, 070319,   58.7,   1.31,
